FIPS	State	County	Variable	pcnt_free_lunch
21153	Kentucky	Magoffin	pcnt_free_lunch	90
21155	Kentucky	Marion	pcnt_free_lunch	48
21157	Kentucky	Marshall	pcnt_free_lunch	41
21159	Kentucky	Martin	pcnt_free_lunch	61
21161	Kentucky	Mason	pcnt_free_lunch	53
21163	Kentucky	Meade	pcnt_free_lunch	39
21165	Kentucky	Menifee	pcnt_free_lunch	62
21167	Kentucky	Mercer	pcnt_free_lunch	41
21169	Kentucky	Metcalfe	pcnt_free_lunch	62
21171	Kentucky	Monroe	pcnt_free_lunch	58
21173	Kentucky	Montgomery	pcnt_free_lunch	51
21175	Kentucky	Morgan	pcnt_free_lunch	63
21177	Kentucky	Muhlenberg	pcnt_free_lunch	49
21179	Kentucky	Nelson	pcnt_free_lunch	45
21181	Kentucky	Nicholas	pcnt_free_lunch	54
21183	Kentucky	Ohio	pcnt_free_lunch	55
21185	Kentucky	Oldham	pcnt_free_lunch	16
21187	Kentucky	Owen	pcnt_free_lunch	52
21189	Kentucky	Owsley	pcnt_free_lunch	76
21191	Kentucky	Pendleton	pcnt_free_lunch	49
21193	Kentucky	Perry	pcnt_free_lunch	64
21195	Kentucky	Pike	pcnt_free_lunch	52
21197	Kentucky	Powell	pcnt_free_lunch	65
21199	Kentucky	Pulaski	pcnt_free_lunch	55
21201	Kentucky	Robertson	pcnt_free_lunch	54
21203	Kentucky	Rockcastle	pcnt_free_lunch	58
21205	Kentucky	Rowan	pcnt_free_lunch	53
21207	Kentucky	Russell	pcnt_free_lunch	57
21209	Kentucky	Scott	pcnt_free_lunch	35
21211	Kentucky	Shelby	pcnt_free_lunch	40
21213	Kentucky	Simpson	pcnt_free_lunch	50
21215	Kentucky	Spencer	pcnt_free_lunch	34
21217	Kentucky	Taylor	pcnt_free_lunch	52
21219	Kentucky	Todd	pcnt_free_lunch	55
21221	Kentucky	Trigg	pcnt_free_lunch	48
21223	Kentucky	Trimble	pcnt_free_lunch	47
21225	Kentucky	Union	pcnt_free_lunch	53
21227	Kentucky	Warren	pcnt_free_lunch	35
21229	Kentucky	Washington	pcnt_free_lunch	49
21231	Kentucky	Wayne	pcnt_free_lunch	62
21233	Kentucky	Webster	pcnt_free_lunch	52
21235	Kentucky	Whitley	pcnt_free_lunch	62
21237	Kentucky	Wolfe	pcnt_free_lunch	78
21239	Kentucky	Woodford	pcnt_free_lunch	31
22001	Louisiana	Acadia	pcnt_free_lunch	60
22003	Louisiana	Allen	pcnt_free_lunch	56
22005	Louisiana	Ascension	pcnt_free_lunch	42
22007	Louisiana	Assumption	pcnt_free_lunch	63
22009	Louisiana	Avoyelles	pcnt_free_lunch	69
22011	Louisiana	Beauregard	pcnt_free_lunch	44
22013	Louisiana	Bienville	pcnt_free_lunch	65
22015	Louisiana	Bossier	pcnt_free_lunch	39
22017	Louisiana	Caddo	pcnt_free_lunch	61
22019	Louisiana	Calcasieu	pcnt_free_lunch	52
22021	Louisiana	Caldwell	pcnt_free_lunch	62
22023	Louisiana	Cameron	pcnt_free_lunch	37
22025	Louisiana	Catahoula	pcnt_free_lunch	65
22027	Louisiana	Claiborne	pcnt_free_lunch	70
22029	Louisiana	Concordia	pcnt_free_lunch	72
22031	Louisiana	De Soto	pcnt_free_lunch	60
22033	Louisiana	East Baton Rouge	pcnt_free_lunch	68
22035	Louisiana	East Carroll	pcnt_free_lunch	91
22037	Louisiana	East Feliciana	pcnt_free_lunch	78
22039	Louisiana	Evangeline	pcnt_free_lunch	69
22041	Louisiana	Franklin	pcnt_free_lunch	79
22043	Louisiana	Grant	pcnt_free_lunch	56
22045	Louisiana	Iberia	pcnt_free_lunch	65
22047	Louisiana	Iberville	pcnt_free_lunch	77
22049	Louisiana	Jackson	pcnt_free_lunch	54
22051	Louisiana	Jefferson	pcnt_free_lunch	68
22053	Louisiana	Jefferson Davis	pcnt_free_lunch	50
22055	Louisiana	Lafayette	pcnt_free_lunch	52
22057	Louisiana	Lafourche	pcnt_free_lunch	52
22059	Louisiana	La Salle	pcnt_free_lunch	47
22061	Louisiana	Lincoln	pcnt_free_lunch	54
22063	Louisiana	Livingston	pcnt_free_lunch	39
22065	Louisiana	Madison	pcnt_free_lunch	87
22067	Louisiana	Morehouse	pcnt_free_lunch	79
22069	Louisiana	Natchitoches	pcnt_free_lunch	65
22071	Louisiana	Orleans	pcnt_free_lunch	80
22073	Louisiana	Ouachita	pcnt_free_lunch	59
22075	Louisiana	Plaquemines	pcnt_free_lunch	48
22077	Louisiana	Pointe Coupee	pcnt_free_lunch	77
22079	Louisiana	Rapides	pcnt_free_lunch	56
22081	Louisiana	Red River	pcnt_free_lunch	82
22083	Louisiana	Richland	pcnt_free_lunch	69
22085	Louisiana	Sabine	pcnt_free_lunch	60
22087	Louisiana	St. Bernard	pcnt_free_lunch	66
22089	Louisiana	St. Charles	pcnt_free_lunch	42
22091	Louisiana	St. Helena	pcnt_free_lunch	87
22093	Louisiana	St. James	pcnt_free_lunch	66
22095	Louisiana	St. John the Baptist	pcnt_free_lunch	84
22097	Louisiana	St. Landry	pcnt_free_lunch	73
22099	Louisiana	St. Martin	pcnt_free_lunch	64
22101	Louisiana	St. Mary	pcnt_free_lunch	63
22103	Louisiana	St. Tammany	pcnt_free_lunch	39
22105	Louisiana	Tangipahoa	pcnt_free_lunch	68
22107	Louisiana	Tensas	pcnt_free_lunch	89
22109	Louisiana	Terrebonne	pcnt_free_lunch	58
22111	Louisiana	Union	pcnt_free_lunch	72
22113	Louisiana	Vermilion	pcnt_free_lunch	51
22115	Louisiana	Vernon	pcnt_free_lunch	45
22117	Louisiana	Washington	pcnt_free_lunch	80
22119	Louisiana	Webster	pcnt_free_lunch	55
22121	Louisiana	West Baton Rouge	pcnt_free_lunch	63
22123	Louisiana	West Carroll	pcnt_free_lunch	67
22125	Louisiana	West Feliciana	pcnt_free_lunch	44
22127	Louisiana	Winn	pcnt_free_lunch	66
23001	Maine	Androscoggin	pcnt_free_lunch	44
23003	Maine	Aroostook	pcnt_free_lunch	42
23005	Maine	Cumberland	pcnt_free_lunch	26
23007	Maine	Franklin	pcnt_free_lunch	45
23009	Maine	Hancock	pcnt_free_lunch	34
23011	Maine	Kennebec	pcnt_free_lunch	38
23013	Maine	Knox	pcnt_free_lunch	37
23015	Maine	Lincoln	pcnt_free_lunch	42
23017	Maine	Oxford	pcnt_free_lunch	48
23019	Maine	Penobscot	pcnt_free_lunch	36
23021	Maine	Piscataquis	pcnt_free_lunch	47
23023	Maine	Sagadahoc	pcnt_free_lunch	32
23025	Maine	Somerset	pcnt_free_lunch	50
23027	Maine	Waldo	pcnt_free_lunch	48
23029	Maine	Washington	pcnt_free_lunch	52
23031	Maine	York	pcnt_free_lunch	29
24001	Maryland	Allegany	pcnt_free_lunch	40
24003	Maryland	Anne Arundel	pcnt_free_lunch	22
24005	Maryland	Baltimore	pcnt_free_lunch	34
24009	Maryland	Calvert	pcnt_free_lunch	18
24011	Maryland	Caroline	pcnt_free_lunch	43
24013	Maryland	Carroll	pcnt_free_lunch	12
24015	Maryland	Cecil	pcnt_free_lunch	32
24017	Maryland	Charles	pcnt_free_lunch	23
24019	Maryland	Dorchester	pcnt_free_lunch	53
24021	Maryland	Frederick	pcnt_free_lunch	18
24023	Maryland	Garrett	pcnt_free_lunch	36
24025	Maryland	Harford	pcnt_free_lunch	22
24027	Maryland	Howard	pcnt_free_lunch	13
24029	Maryland	Kent	pcnt_free_lunch	44
24031	Maryland	Montgomery	pcnt_free_lunch	24
24033	Maryland	Prince George's	pcnt_free_lunch	46
24035	Maryland	Queen Anne's	pcnt_free_lunch	19
24037	Maryland	St. Mary's	pcnt_free_lunch	24
24039	Maryland	Somerset	pcnt_free_lunch	60
24041	Maryland	Talbot	pcnt_free_lunch	29
24043	Maryland	Washington	pcnt_free_lunch	36
24045	Maryland	Wicomico	pcnt_free_lunch	46
24047	Maryland	Worcester	pcnt_free_lunch	35
24510	Maryland	Baltimore City	pcnt_free_lunch	76
25001	Massachusetts	Barnstable	pcnt_free_lunch	20
25003	Massachusetts	Berkshire	pcnt_free_lunch	33
25005	Massachusetts	Bristol	pcnt_free_lunch	32
25007	Massachusetts	Dukes	pcnt_free_lunch	12
25009	Massachusetts	Essex	pcnt_free_lunch	32
25011	Massachusetts	Franklin	pcnt_free_lunch	32
25013	Massachusetts	Hampden	pcnt_free_lunch	49
25015	Massachusetts	Hampshire	pcnt_free_lunch	20
25017	Massachusetts	Middlesex	pcnt_free_lunch	19
25019	Massachusetts	Nantucket	pcnt_free_lunch	9
25021	Massachusetts	Norfolk	pcnt_free_lunch	13
25023	Massachusetts	Plymouth	pcnt_free_lunch	22
25025	Massachusetts	Suffolk	pcnt_free_lunch	66
25027	Massachusetts	Worcester	pcnt_free_lunch	28
26001	Michigan	Alcona	pcnt_free_lunch	45
26003	Michigan	Alger	pcnt_free_lunch	37
26005	Michigan	Allegan	pcnt_free_lunch	35
26007	Michigan	Alpena	pcnt_free_lunch	41
26009	Michigan	Antrim	pcnt_free_lunch	43
26011	Michigan	Arenac	pcnt_free_lunch	51
26013	Michigan	Baraga	pcnt_free_lunch	41
26015	Michigan	Barry	pcnt_free_lunch	33
26017	Michigan	Bay	pcnt_free_lunch	41
26019	Michigan	Benzie	pcnt_free_lunch	49
26021	Michigan	Berrien	pcnt_free_lunch	46
26023	Michigan	Branch	pcnt_free_lunch	45
26025	Michigan	Calhoun	pcnt_free_lunch	47
26027	Michigan	Cass	pcnt_free_lunch	45
26029	Michigan	Charlevoix	pcnt_free_lunch	39
26031	Michigan	Cheboygan	pcnt_free_lunch	51
26033	Michigan	Chippewa	pcnt_free_lunch	44
26035	Michigan	Clare	pcnt_free_lunch	55
26037	Michigan	Clinton	pcnt_free_lunch	22
26039	Michigan	Crawford	pcnt_free_lunch	53
26041	Michigan	Delta	pcnt_free_lunch	34
26043	Michigan	Dickinson	pcnt_free_lunch	28
26045	Michigan	Eaton	pcnt_free_lunch	32
26047	Michigan	Emmet	pcnt_free_lunch	33
26049	Michigan	Genesee	pcnt_free_lunch	48
26051	Michigan	Gladwin	pcnt_free_lunch	51
26053	Michigan	Gogebic	pcnt_free_lunch	47
26055	Michigan	Grand Traverse	pcnt_free_lunch	33
26057	Michigan	Gratiot	pcnt_free_lunch	42
26059	Michigan	Hillsdale	pcnt_free_lunch	43
26061	Michigan	Houghton	pcnt_free_lunch	36
26063	Michigan	Huron	pcnt_free_lunch	41
26065	Michigan	Ingham	pcnt_free_lunch	41
26067	Michigan	Ionia	pcnt_free_lunch	41
26069	Michigan	Iosco	pcnt_free_lunch	59
26071	Michigan	Iron	pcnt_free_lunch	47
26073	Michigan	Isabella	pcnt_free_lunch	36
26075	Michigan	Jackson	pcnt_free_lunch	45
26077	Michigan	Kalamazoo	pcnt_free_lunch	42
26079	Michigan	Kalkaska	pcnt_free_lunch	50
26081	Michigan	Kent	pcnt_free_lunch	41
26083	Michigan	Keweenaw	pcnt_free_lunch	64
26085	Michigan	Lake	pcnt_free_lunch	85
26087	Michigan	Lapeer	pcnt_free_lunch	37
26089	Michigan	Leelanau	pcnt_free_lunch	31
26091	Michigan	Lenawee	pcnt_free_lunch	38
26093	Michigan	Livingston	pcnt_free_lunch	17
26095	Michigan	Luce	pcnt_free_lunch	44
26097	Michigan	Mackinac	pcnt_free_lunch	37
26099	Michigan	Macomb	pcnt_free_lunch	36
26101	Michigan	Manistee	pcnt_free_lunch	47
26103	Michigan	Marquette	pcnt_free_lunch	31
26105	Michigan	Mason	pcnt_free_lunch	46
26107	Michigan	Mecosta	pcnt_free_lunch	53
26109	Michigan	Menominee	pcnt_free_lunch	39
26111	Michigan	Midland	pcnt_free_lunch	26
26113	Michigan	Missaukee	pcnt_free_lunch	45
26115	Michigan	Monroe	pcnt_free_lunch	30
26117	Michigan	Montcalm	pcnt_free_lunch	44
26119	Michigan	Montmorency	pcnt_free_lunch	57
26121	Michigan	Muskegon	pcnt_free_lunch	51
26123	Michigan	Newaygo	pcnt_free_lunch	49
26125	Michigan	Oakland	pcnt_free_lunch	27
26127	Michigan	Oceana	pcnt_free_lunch	60
26129	Michigan	Ogemaw	pcnt_free_lunch	54
26131	Michigan	Ontonagon	pcnt_free_lunch	42
26133	Michigan	Osceola	pcnt_free_lunch	52
26135	Michigan	Oscoda	pcnt_free_lunch	55
26137	Michigan	Otsego	pcnt_free_lunch	41
26139	Michigan	Ottawa	pcnt_free_lunch	29
26141	Michigan	Presque Isle	pcnt_free_lunch	46
26143	Michigan	Roscommon	pcnt_free_lunch	57
26145	Michigan	Saginaw	pcnt_free_lunch	50
26147	Michigan	St. Clair	pcnt_free_lunch	36
26149	Michigan	St. Joseph	pcnt_free_lunch	51
26151	Michigan	Sanilac	pcnt_free_lunch	45
26153	Michigan	Schoolcraft	pcnt_free_lunch	40
26155	Michigan	Shiawassee	pcnt_free_lunch	38
26157	Michigan	Tuscola	pcnt_free_lunch	45
26159	Michigan	Van Buren	pcnt_free_lunch	45
26161	Michigan	Washtenaw	pcnt_free_lunch	27
26163	Michigan	Wayne	pcnt_free_lunch	56
26165	Michigan	Wexford	pcnt_free_lunch	52
27001	Minnesota	Aitkin	pcnt_free_lunch	38
27003	Minnesota	Anoka	pcnt_free_lunch	25
27005	Minnesota	Becker	pcnt_free_lunch	32
27007	Minnesota	Beltrami	pcnt_free_lunch	50
27009	Minnesota	Benton	pcnt_free_lunch	24
27011	Minnesota	Big Stone	pcnt_free_lunch	28
27013	Minnesota	Blue Earth	pcnt_free_lunch	25
27015	Minnesota	Brown	pcnt_free_lunch	25
27017	Minnesota	Carlton	pcnt_free_lunch	24
27019	Minnesota	Carver	pcnt_free_lunch	11
27021	Minnesota	Cass	pcnt_free_lunch	51
27023	Minnesota	Chippewa	pcnt_free_lunch	27
27025	Minnesota	Chisago	pcnt_free_lunch	17
27027	Minnesota	Clay	pcnt_free_lunch	25
27029	Minnesota	Clearwater	pcnt_free_lunch	40
27031	Minnesota	Cook	pcnt_free_lunch	26
27033	Minnesota	Cottonwood	pcnt_free_lunch	33
27035	Minnesota	Crow Wing	pcnt_free_lunch	31
27037	Minnesota	Dakota	pcnt_free_lunch	18
27039	Minnesota	Dodge	pcnt_free_lunch	19
27041	Minnesota	Douglas	pcnt_free_lunch	25
27043	Minnesota	Faribault	pcnt_free_lunch	32
27045	Minnesota	Fillmore	pcnt_free_lunch	26
27047	Minnesota	Freeborn	pcnt_free_lunch	34
27049	Minnesota	Goodhue	pcnt_free_lunch	20
27051	Minnesota	Grant	pcnt_free_lunch	29
27053	Minnesota	Hennepin	pcnt_free_lunch	34
27055	Minnesota	Houston	pcnt_free_lunch	17
27057	Minnesota	Hubbard	pcnt_free_lunch	40
27059	Minnesota	Isanti	pcnt_free_lunch	26
27061	Minnesota	Itasca	pcnt_free_lunch	35
27063	Minnesota	Jackson	pcnt_free_lunch	24
27065	Minnesota	Kanabec	pcnt_free_lunch	36
27067	Minnesota	Kandiyohi	pcnt_free_lunch	37
27069	Minnesota	Kittson	pcnt_free_lunch	25
27071	Minnesota	Koochiching	pcnt_free_lunch	30
27073	Minnesota	Lac qui Parle	pcnt_free_lunch	27
27075	Minnesota	Lake	pcnt_free_lunch	21
27077	Minnesota	Lake of the Woods	pcnt_free_lunch	33
27079	Minnesota	Le Sueur	pcnt_free_lunch	23
27081	Minnesota	Lincoln	pcnt_free_lunch	22
27083	Minnesota	Lyon	pcnt_free_lunch	28
27085	Minnesota	McLeod	pcnt_free_lunch	24
27087	Minnesota	Mahnomen	pcnt_free_lunch	64
27089	Minnesota	Marshall	pcnt_free_lunch	27
27091	Minnesota	Martin	pcnt_free_lunch	27
27093	Minnesota	Meeker	pcnt_free_lunch	28
27095	Minnesota	Mille Lacs	pcnt_free_lunch	30
27097	Minnesota	Morrison	pcnt_free_lunch	30
27099	Minnesota	Mower	pcnt_free_lunch	37
27101	Minnesota	Murray	pcnt_free_lunch	23
27103	Minnesota	Nicollet	pcnt_free_lunch	26
27105	Minnesota	Nobles	pcnt_free_lunch	44
27107	Minnesota	Norman	pcnt_free_lunch	33
27109	Minnesota	Olmsted	pcnt_free_lunch	25
27111	Minnesota	Otter Tail	pcnt_free_lunch	29
27113	Minnesota	Pennington	pcnt_free_lunch	28
27115	Minnesota	Pine	pcnt_free_lunch	38
27117	Minnesota	Pipestone	pcnt_free_lunch	29
27119	Minnesota	Polk	pcnt_free_lunch	29
27121	Minnesota	Pope	pcnt_free_lunch	28
27123	Minnesota	Ramsey	pcnt_free_lunch	48
27125	Minnesota	Red Lake	pcnt_free_lunch	32
27127	Minnesota	Redwood	pcnt_free_lunch	27
27129	Minnesota	Renville	pcnt_free_lunch	32
27131	Minnesota	Rice	pcnt_free_lunch	30
27133	Minnesota	Rock	pcnt_free_lunch	22
27135	Minnesota	Roseau	pcnt_free_lunch	22
27137	Minnesota	St. Louis	pcnt_free_lunch	32
27139	Minnesota	Scott	pcnt_free_lunch	16
27141	Minnesota	Sherburne	pcnt_free_lunch	21
27143	Minnesota	Sibley	pcnt_free_lunch	31
27145	Minnesota	Stearns	pcnt_free_lunch	26
27147	Minnesota	Steele	pcnt_free_lunch	24
27149	Minnesota	Stevens	pcnt_free_lunch	20
27151	Minnesota	Swift	pcnt_free_lunch	27
27153	Minnesota	Todd	pcnt_free_lunch	43
27155	Minnesota	Traverse	pcnt_free_lunch	29
27157	Minnesota	Wabasha	pcnt_free_lunch	21
27159	Minnesota	Wadena	pcnt_free_lunch	42
27161	Minnesota	Waseca	pcnt_free_lunch	25
27163	Minnesota	Washington	pcnt_free_lunch	13
27165	Minnesota	Watonwan	pcnt_free_lunch	41
27167	Minnesota	Wilkin	pcnt_free_lunch	29
27169	Minnesota	Winona	pcnt_free_lunch	26
27171	Minnesota	Wright	pcnt_free_lunch	16
27173	Minnesota	Yellow Medicine	pcnt_free_lunch	32
28001	Mississippi	Adams	pcnt_free_lunch	90
28003	Mississippi	Alcorn	pcnt_free_lunch	49
28005	Mississippi	Amite	pcnt_free_lunch	81
28007	Mississippi	Attala	pcnt_free_lunch	64
28009	Mississippi	Benton	pcnt_free_lunch	90
28011	Mississippi	Bolivar	pcnt_free_lunch	82
28013	Mississippi	Calhoun	pcnt_free_lunch	70
28015	Mississippi	Carroll	pcnt_free_lunch	84
28017	Mississippi	Chickasaw	pcnt_free_lunch	69
28019	Mississippi	Choctaw	pcnt_free_lunch	61
28021	Mississippi	Claiborne	pcnt_free_lunch	94
28023	Mississippi	Clarke	pcnt_free_lunch	58
28025	Mississippi	Clay	pcnt_free_lunch	82
28027	Mississippi	Coahoma	pcnt_free_lunch	91
28029	Mississippi	Copiah	pcnt_free_lunch	77
28031	Mississippi	Covington	pcnt_free_lunch	71
28033	Mississippi	DeSoto	pcnt_free_lunch	40
28035	Mississippi	Forrest	pcnt_free_lunch	66
28037	Mississippi	Franklin	pcnt_free_lunch	63
28039	Mississippi	George	pcnt_free_lunch	59
28041	Mississippi	Greene	pcnt_free_lunch	74
28043	Mississippi	Grenada	pcnt_free_lunch	61
28045	Mississippi	Hancock	pcnt_free_lunch	58
28047	Mississippi	Harrison	pcnt_free_lunch	57
28049	Mississippi	Hinds	pcnt_free_lunch	74
28051	Mississippi	Holmes	pcnt_free_lunch	95
28053	Mississippi	Humphreys	pcnt_free_lunch	94
28055	Mississippi	Issaquena	pcnt_free_lunch	
28057	Mississippi	Itawamba	pcnt_free_lunch	54
28059	Mississippi	Jackson	pcnt_free_lunch	51
28061	Mississippi	Jasper	pcnt_free_lunch	81
28063	Mississippi	Jefferson	pcnt_free_lunch	96
28065	Mississippi	Jefferson Davis	pcnt_free_lunch	99
28067	Mississippi	Jones	pcnt_free_lunch	63
28069	Mississippi	Kemper	pcnt_free_lunch	85
28071	Mississippi	Lafayette	pcnt_free_lunch	47
28073	Mississippi	Lamar	pcnt_free_lunch	43
28075	Mississippi	Lauderdale	pcnt_free_lunch	65
28077	Mississippi	Lawrence	pcnt_free_lunch	63
28079	Mississippi	Leake	pcnt_free_lunch	76
28081	Mississippi	Lee	pcnt_free_lunch	53
28083	Mississippi	Leflore	pcnt_free_lunch	94
28085	Mississippi	Lincoln	pcnt_free_lunch	55
28087	Mississippi	Lowndes	pcnt_free_lunch	62
28089	Mississippi	Madison	pcnt_free_lunch	43
28091	Mississippi	Marion	pcnt_free_lunch	73
28093	Mississippi	Marshall	pcnt_free_lunch	86
28095	Mississippi	Monroe	pcnt_free_lunch	61
28097	Mississippi	Montgomery	pcnt_free_lunch	72
28099	Mississippi	Neshoba	pcnt_free_lunch	60
28101	Mississippi	Newton	pcnt_free_lunch	59
28103	Mississippi	Noxubee	pcnt_free_lunch	99
28105	Mississippi	Oktibbeha	pcnt_free_lunch	64
28107	Mississippi	Panola	pcnt_free_lunch	77
28109	Mississippi	Pearl River	pcnt_free_lunch	61
28111	Mississippi	Perry	pcnt_free_lunch	66
28113	Mississippi	Pike	pcnt_free_lunch	72
28115	Mississippi	Pontotoc	pcnt_free_lunch	53
28117	Mississippi	Prentiss	pcnt_free_lunch	54
28119	Mississippi	Quitman	pcnt_free_lunch	99
28121	Mississippi	Rankin	pcnt_free_lunch	37
28123	Mississippi	Scott	pcnt_free_lunch	71
28125	Mississippi	Sharkey	pcnt_free_lunch	94
28127	Mississippi	Simpson	pcnt_free_lunch	72
28129	Mississippi	Smith	pcnt_free_lunch	57
28131	Mississippi	Stone	pcnt_free_lunch	51
28133	Mississippi	Sunflower	pcnt_free_lunch	89
28135	Mississippi	Tallahatchie	pcnt_free_lunch	87
28137	Mississippi	Tate	pcnt_free_lunch	62
28139	Mississippi	Tippah	pcnt_free_lunch	62
28141	Mississippi	Tishomingo	pcnt_free_lunch	56
28143	Mississippi	Tunica	pcnt_free_lunch	93
28145	Mississippi	Union	pcnt_free_lunch	54
28147	Mississippi	Walthall	pcnt_free_lunch	73
28149	Mississippi	Warren	pcnt_free_lunch	67
28151	Mississippi	Washington	pcnt_free_lunch	88
28153	Mississippi	Wayne	pcnt_free_lunch	73
28155	Mississippi	Webster	pcnt_free_lunch	54
28157	Mississippi	Wilkinson	pcnt_free_lunch	99
28159	Mississippi	Winston	pcnt_free_lunch	76
28161	Mississippi	Yalobusha	pcnt_free_lunch	71
28163	Mississippi	Yazoo	pcnt_free_lunch	86
29001	Missouri	Adair	pcnt_free_lunch	36
29003	Missouri	Andrew	pcnt_free_lunch	24
29005	Missouri	Atchison	pcnt_free_lunch	32
29007	Missouri	Audrain	pcnt_free_lunch	41
29009	Missouri	Barry	pcnt_free_lunch	48
29011	Missouri	Barton	pcnt_free_lunch	44
29013	Missouri	Bates	pcnt_free_lunch	41
29015	Missouri	Benton	pcnt_free_lunch	50
29017	Missouri	Bollinger	pcnt_free_lunch	42
29019	Missouri	Boone	pcnt_free_lunch	31
29021	Missouri	Buchanan	pcnt_free_lunch	46
29023	Missouri	Butler	pcnt_free_lunch	50
29025	Missouri	Caldwell	pcnt_free_lunch	39
29027	Missouri	Callaway	pcnt_free_lunch	37
29029	Missouri	Camden	pcnt_free_lunch	46
29031	Missouri	Cape Girardeau	pcnt_free_lunch	36
29033	Missouri	Carroll	pcnt_free_lunch	41
29035	Missouri	Carter	pcnt_free_lunch	57
29037	Missouri	Cass	pcnt_free_lunch	26
29039	Missouri	Cedar	pcnt_free_lunch	46
29041	Missouri	Chariton	pcnt_free_lunch	39
29043	Missouri	Christian	pcnt_free_lunch	29
29045	Missouri	Clark	pcnt_free_lunch	36
29047	Missouri	Clay	pcnt_free_lunch	26
29049	Missouri	Clinton	pcnt_free_lunch	29
29051	Missouri	Cole	pcnt_free_lunch	34
29053	Missouri	Cooper	pcnt_free_lunch	38
29055	Missouri	Crawford	pcnt_free_lunch	48
29057	Missouri	Dade	pcnt_free_lunch	43
29059	Missouri	Dallas	pcnt_free_lunch	51
29061	Missouri	Daviess	pcnt_free_lunch	39
29063	Missouri	DeKalb	pcnt_free_lunch	29
29065	Missouri	Dent	pcnt_free_lunch	40
29067	Missouri	Douglas	pcnt_free_lunch	56
29069	Missouri	Dunklin	pcnt_free_lunch	59
29071	Missouri	Franklin	pcnt_free_lunch	33
29073	Missouri	Gasconade	pcnt_free_lunch	34
29075	Missouri	Gentry	pcnt_free_lunch	32
29077	Missouri	Greene	pcnt_free_lunch	38
29079	Missouri	Grundy	pcnt_free_lunch	40
29081	Missouri	Harrison	pcnt_free_lunch	41
29083	Missouri	Henry	pcnt_free_lunch	44
29085	Missouri	Hickory	pcnt_free_lunch	50
29087	Missouri	Holt	pcnt_free_lunch	34
29089	Missouri	Howard	pcnt_free_lunch	34
29091	Missouri	Howell	pcnt_free_lunch	44
29093	Missouri	Iron	pcnt_free_lunch	55
29095	Missouri	Jackson	pcnt_free_lunch	43
29097	Missouri	Jasper	pcnt_free_lunch	43
29099	Missouri	Jefferson	pcnt_free_lunch	29
29101	Missouri	Johnson	pcnt_free_lunch	28
29103	Missouri	Knox	pcnt_free_lunch	47
29105	Missouri	Laclede	pcnt_free_lunch	43
29107	Missouri	Lafayette	pcnt_free_lunch	31
29109	Missouri	Lawrence	pcnt_free_lunch	44
29111	Missouri	Lewis	pcnt_free_lunch	37
29113	Missouri	Lincoln	pcnt_free_lunch	37
29115	Missouri	Linn	pcnt_free_lunch	36
29117	Missouri	Livingston	pcnt_free_lunch	38
29119	Missouri	McDonald	pcnt_free_lunch	56
29121	Missouri	Macon	pcnt_free_lunch	39
29123	Missouri	Madison	pcnt_free_lunch	47
29125	Missouri	Maries	pcnt_free_lunch	40
29127	Missouri	Marion	pcnt_free_lunch	41
29129	Missouri	Mercer	pcnt_free_lunch	35
29131	Missouri	Miller	pcnt_free_lunch	44
29133	Missouri	Mississippi	pcnt_free_lunch	59
29135	Missouri	Moniteau	pcnt_free_lunch	35
29137	Missouri	Monroe	pcnt_free_lunch	37
29139	Missouri	Montgomery	pcnt_free_lunch	44
29141	Missouri	Morgan	pcnt_free_lunch	51
29143	Missouri	New Madrid	pcnt_free_lunch	53
29145	Missouri	Newton	pcnt_free_lunch	44
29147	Missouri	Nodaway	pcnt_free_lunch	25
29149	Missouri	Oregon	pcnt_free_lunch	49
29151	Missouri	Osage	pcnt_free_lunch	23
29153	Missouri	Ozark	pcnt_free_lunch	53
29155	Missouri	Pemiscot	pcnt_free_lunch	61
29157	Missouri	Perry	pcnt_free_lunch	37
29159	Missouri	Pettis	pcnt_free_lunch	50
29161	Missouri	Phelps	pcnt_free_lunch	41
29163	Missouri	Pike	pcnt_free_lunch	38
29165	Missouri	Platte	pcnt_free_lunch	19
29167	Missouri	Polk	pcnt_free_lunch	41
29169	Missouri	Pulaski	pcnt_free_lunch	29
29171	Missouri	Putnam	pcnt_free_lunch	37
29173	Missouri	Ralls	pcnt_free_lunch	31
29175	Missouri	Randolph	pcnt_free_lunch	43
29177	Missouri	Ray	pcnt_free_lunch	29
29179	Missouri	Reynolds	pcnt_free_lunch	54
29181	Missouri	Ripley	pcnt_free_lunch	58
29183	Missouri	St. Charles	pcnt_free_lunch	16
29185	Missouri	St. Clair	pcnt_free_lunch	45
29186	Missouri	Ste. Genevieve	pcnt_free_lunch	37
29187	Missouri	St. Francois	pcnt_free_lunch	45
29189	Missouri	St. Louis	pcnt_free_lunch	30
29195	Missouri	Saline	pcnt_free_lunch	45
29197	Missouri	Schuyler	pcnt_free_lunch	44
29199	Missouri	Scotland	pcnt_free_lunch	43
29201	Missouri	Scott	pcnt_free_lunch	48
29203	Missouri	Shannon	pcnt_free_lunch	60
29205	Missouri	Shelby	pcnt_free_lunch	32
29207	Missouri	Stoddard	pcnt_free_lunch	44
29209	Missouri	Stone	pcnt_free_lunch	45
29211	Missouri	Sullivan	pcnt_free_lunch	50
29213	Missouri	Taney	pcnt_free_lunch	48
