FIPS	State	County	Variable	pcnt_free_lunch
39155	Ohio	Trumbull	pcnt_free_lunch	43
39157	Ohio	Tuscarawas	pcnt_free_lunch	35
39159	Ohio	Union	pcnt_free_lunch	20
39161	Ohio	Van Wert	pcnt_free_lunch	30
39163	Ohio	Vinton	pcnt_free_lunch	60
39165	Ohio	Warren	pcnt_free_lunch	14
39167	Ohio	Washington	pcnt_free_lunch	39
39169	Ohio	Wayne	pcnt_free_lunch	32
39171	Ohio	Williams	pcnt_free_lunch	25
39173	Ohio	Wood	pcnt_free_lunch	29
39175	Ohio	Wyandot	pcnt_free_lunch	26
40001	Oklahoma	Adair	pcnt_free_lunch	65
40003	Oklahoma	Alfalfa	pcnt_free_lunch	45
40005	Oklahoma	Atoka	pcnt_free_lunch	62
40007	Oklahoma	Beaver	pcnt_free_lunch	46
40009	Oklahoma	Beckham	pcnt_free_lunch	45
40011	Oklahoma	Blaine	pcnt_free_lunch	62
40013	Oklahoma	Bryan	pcnt_free_lunch	59
40015	Oklahoma	Caddo	pcnt_free_lunch	66
40017	Oklahoma	Canadian	pcnt_free_lunch	31
40019	Oklahoma	Carter	pcnt_free_lunch	55
40021	Oklahoma	Cherokee	pcnt_free_lunch	62
40023	Oklahoma	Choctaw	pcnt_free_lunch	70
40025	Oklahoma	Cimarron	pcnt_free_lunch	53
40027	Oklahoma	Cleveland	pcnt_free_lunch	39
40029	Oklahoma	Coal	pcnt_free_lunch	60
40031	Oklahoma	Comanche	pcnt_free_lunch	45
40033	Oklahoma	Cotton	pcnt_free_lunch	45
40035	Oklahoma	Craig	pcnt_free_lunch	46
40037	Oklahoma	Creek	pcnt_free_lunch	52
40039	Oklahoma	Custer	pcnt_free_lunch	51
40041	Oklahoma	Delaware	pcnt_free_lunch	60
40043	Oklahoma	Dewey	pcnt_free_lunch	38
40045	Oklahoma	Ellis	pcnt_free_lunch	45
40047	Oklahoma	Garfield	pcnt_free_lunch	55
40049	Oklahoma	Garvin	pcnt_free_lunch	52
40051	Oklahoma	Grady	pcnt_free_lunch	42
40053	Oklahoma	Grant	pcnt_free_lunch	43
40055	Oklahoma	Greer	pcnt_free_lunch	51
40057	Oklahoma	Harmon	pcnt_free_lunch	71
40059	Oklahoma	Harper	pcnt_free_lunch	44
40061	Oklahoma	Haskell	pcnt_free_lunch	64
40063	Oklahoma	Hughes	pcnt_free_lunch	64
40065	Oklahoma	Jackson	pcnt_free_lunch	49
40067	Oklahoma	Jefferson	pcnt_free_lunch	67
40069	Oklahoma	Johnston	pcnt_free_lunch	64
40071	Oklahoma	Kay	pcnt_free_lunch	58
40073	Oklahoma	Kingfisher	pcnt_free_lunch	47
40075	Oklahoma	Kiowa	pcnt_free_lunch	58
40077	Oklahoma	Latimer	pcnt_free_lunch	54
40079	Oklahoma	Le Flore	pcnt_free_lunch	64
40081	Oklahoma	Lincoln	pcnt_free_lunch	49
40083	Oklahoma	Logan	pcnt_free_lunch	54
40085	Oklahoma	Love	pcnt_free_lunch	59
40087	Oklahoma	McClain	pcnt_free_lunch	36
40089	Oklahoma	McCurtain	pcnt_free_lunch	68
40091	Oklahoma	McIntosh	pcnt_free_lunch	63
40093	Oklahoma	Major	pcnt_free_lunch	43
40095	Oklahoma	Marshall	pcnt_free_lunch	70
40097	Oklahoma	Mayes	pcnt_free_lunch	57
40099	Oklahoma	Murray	pcnt_free_lunch	41
40101	Oklahoma	Muskogee	pcnt_free_lunch	57
40103	Oklahoma	Noble	pcnt_free_lunch	50
40105	Oklahoma	Nowata	pcnt_free_lunch	51
40107	Oklahoma	Okfuskee	pcnt_free_lunch	61
40109	Oklahoma	Oklahoma	pcnt_free_lunch	56
40111	Oklahoma	Okmulgee	pcnt_free_lunch	60
40113	Oklahoma	Osage	pcnt_free_lunch	51
40115	Oklahoma	Ottawa	pcnt_free_lunch	61
40117	Oklahoma	Pawnee	pcnt_free_lunch	57
40119	Oklahoma	Payne	pcnt_free_lunch	41
40121	Oklahoma	Pittsburg	pcnt_free_lunch	58
40123	Oklahoma	Pontotoc	pcnt_free_lunch	51
40125	Oklahoma	Pottawatomie	pcnt_free_lunch	55
40127	Oklahoma	Pushmataha	pcnt_free_lunch	68
40129	Oklahoma	Roger Mills	pcnt_free_lunch	43
40131	Oklahoma	Rogers	pcnt_free_lunch	37
40133	Oklahoma	Seminole	pcnt_free_lunch	67
40135	Oklahoma	Sequoyah	pcnt_free_lunch	65
40137	Oklahoma	Stephens	pcnt_free_lunch	45
40139	Oklahoma	Texas	pcnt_free_lunch	56
40141	Oklahoma	Tillman	pcnt_free_lunch	70
40143	Oklahoma	Tulsa	pcnt_free_lunch	48
40145	Oklahoma	Wagoner	pcnt_free_lunch	44
40147	Oklahoma	Washington	pcnt_free_lunch	43
40149	Oklahoma	Washita	pcnt_free_lunch	57
40151	Oklahoma	Woods	pcnt_free_lunch	37
40153	Oklahoma	Woodward	pcnt_free_lunch	49
41001	Oregon	Baker	pcnt_free_lunch	43
41003	Oregon	Benton	pcnt_free_lunch	31
41005	Oregon	Clackamas	pcnt_free_lunch	29
41007	Oregon	Clatsop	pcnt_free_lunch	43
41009	Oregon	Columbia	pcnt_free_lunch	36
41011	Oregon	Coos	pcnt_free_lunch	48
41013	Oregon	Crook	pcnt_free_lunch	53
41015	Oregon	Curry	pcnt_free_lunch	47
41017	Oregon	Deschutes	pcnt_free_lunch	44
41019	Oregon	Douglas	pcnt_free_lunch	51
41021	Oregon	Gilliam	pcnt_free_lunch	39
41023	Oregon	Grant	pcnt_free_lunch	41
41025	Oregon	Harney	pcnt_free_lunch	38
41027	Oregon	Hood River	pcnt_free_lunch	50
41029	Oregon	Jackson	pcnt_free_lunch	47
41031	Oregon	Jefferson	pcnt_free_lunch	72
41033	Oregon	Josephine	pcnt_free_lunch	53
41035	Oregon	Klamath	pcnt_free_lunch	58
41037	Oregon	Lake	pcnt_free_lunch	37
41039	Oregon	Lane	pcnt_free_lunch	44
41041	Oregon	Lincoln	pcnt_free_lunch	55
41043	Oregon	Linn	pcnt_free_lunch	41
41045	Oregon	Malheur	pcnt_free_lunch	58
41047	Oregon	Marion	pcnt_free_lunch	54
41049	Oregon	Morrow	pcnt_free_lunch	57
41051	Oregon	Multnomah	pcnt_free_lunch	47
41053	Oregon	Polk	pcnt_free_lunch	41
41055	Oregon	Sherman	pcnt_free_lunch	46
41057	Oregon	Tillamook	pcnt_free_lunch	49
41059	Oregon	Umatilla	pcnt_free_lunch	55
41061	Oregon	Union	pcnt_free_lunch	41
41063	Oregon	Wallowa	pcnt_free_lunch	37
41065	Oregon	Wasco	pcnt_free_lunch	52
41067	Oregon	Washington	pcnt_free_lunch	33
41069	Oregon	Wheeler	pcnt_free_lunch	52
41071	Oregon	Yamhill	pcnt_free_lunch	44
42001	Pennsylvania	Adams	pcnt_free_lunch	26
42003	Pennsylvania	Allegheny	pcnt_free_lunch	32
42005	Pennsylvania	Armstrong	pcnt_free_lunch	32
42007	Pennsylvania	Beaver	pcnt_free_lunch	23
42009	Pennsylvania	Bedford	pcnt_free_lunch	33
42011	Pennsylvania	Berks	pcnt_free_lunch	35
42013	Pennsylvania	Blair	pcnt_free_lunch	36
42015	Pennsylvania	Bradford	pcnt_free_lunch	32
42017	Pennsylvania	Bucks	pcnt_free_lunch	13
42019	Pennsylvania	Butler	pcnt_free_lunch	17
42021	Pennsylvania	Cambria	pcnt_free_lunch	35
42023	Pennsylvania	Cameron	pcnt_free_lunch	19
42025	Pennsylvania	Carbon	pcnt_free_lunch	33
42027	Pennsylvania	Centre	pcnt_free_lunch	19
42029	Pennsylvania	Chester	pcnt_free_lunch	16
42031	Pennsylvania	Clarion	pcnt_free_lunch	30
42033	Pennsylvania	Clearfield	pcnt_free_lunch	37
42035	Pennsylvania	Clinton	pcnt_free_lunch	37
42037	Pennsylvania	Columbia	pcnt_free_lunch	27
42039	Pennsylvania	Crawford	pcnt_free_lunch	36
42041	Pennsylvania	Cumberland	pcnt_free_lunch	16
42043	Pennsylvania	Dauphin	pcnt_free_lunch	35
42045	Pennsylvania	Delaware	pcnt_free_lunch	30
42047	Pennsylvania	Elk	pcnt_free_lunch	30
42049	Pennsylvania	Erie	pcnt_free_lunch	41
42051	Pennsylvania	Fayette	pcnt_free_lunch	46
42053	Pennsylvania	Forest	pcnt_free_lunch	33
42055	Pennsylvania	Franklin	pcnt_free_lunch	26
42057	Pennsylvania	Fulton	pcnt_free_lunch	32
42059	Pennsylvania	Greene	pcnt_free_lunch	39
42061	Pennsylvania	Huntingdon	pcnt_free_lunch	34
42063	Pennsylvania	Indiana	pcnt_free_lunch	33
42065	Pennsylvania	Jefferson	pcnt_free_lunch	36
42067	Pennsylvania	Juniata	pcnt_free_lunch	30
42069	Pennsylvania	Lackawanna	pcnt_free_lunch	35
42071	Pennsylvania	Lancaster	pcnt_free_lunch	27
42073	Pennsylvania	Lawrence	pcnt_free_lunch	34
42075	Pennsylvania	Lebanon	pcnt_free_lunch	27
42077	Pennsylvania	Lehigh	pcnt_free_lunch	37
42079	Pennsylvania	Luzerne	pcnt_free_lunch	42
42081	Pennsylvania	Lycoming	pcnt_free_lunch	31
42083	Pennsylvania	McKean	pcnt_free_lunch	36
42085	Pennsylvania	Mercer	pcnt_free_lunch	38
42087	Pennsylvania	Mifflin	pcnt_free_lunch	36
42089	Pennsylvania	Monroe	pcnt_free_lunch	33
42091	Pennsylvania	Montgomery	pcnt_free_lunch	15
42093	Pennsylvania	Montour	pcnt_free_lunch	20
42095	Pennsylvania	Northampton	pcnt_free_lunch	27
42097	Pennsylvania	Northumberland	pcnt_free_lunch	35
42099	Pennsylvania	Perry	pcnt_free_lunch	26
42101	Pennsylvania	Philadelphia	pcnt_free_lunch	75
42103	Pennsylvania	Pike	pcnt_free_lunch	30
42105	Pennsylvania	Potter	pcnt_free_lunch	38
42107	Pennsylvania	Schuylkill	pcnt_free_lunch	34
42109	Pennsylvania	Snyder	pcnt_free_lunch	26
42111	Pennsylvania	Somerset	pcnt_free_lunch	31
42113	Pennsylvania	Sullivan	pcnt_free_lunch	24
42115	Pennsylvania	Susquehanna	pcnt_free_lunch	28
42117	Pennsylvania	Tioga	pcnt_free_lunch	31
42119	Pennsylvania	Union	pcnt_free_lunch	22
42121	Pennsylvania	Venango	pcnt_free_lunch	39
42123	Pennsylvania	Warren	pcnt_free_lunch	35
42125	Pennsylvania	Washington	pcnt_free_lunch	25
42127	Pennsylvania	Wayne	pcnt_free_lunch	33
42129	Pennsylvania	Westmoreland	pcnt_free_lunch	24
42131	Pennsylvania	Wyoming	pcnt_free_lunch	31
42133	Pennsylvania	York	pcnt_free_lunch	22
44001	Rhode Island	Bristol	pcnt_free_lunch	14
44003	Rhode Island	Kent	pcnt_free_lunch	22
44005	Rhode Island	Newport	pcnt_free_lunch	22
44007	Rhode Island	Providence	pcnt_free_lunch	48
44009	Rhode Island	Washington	pcnt_free_lunch	17
45001	South Carolina	Abbeville	pcnt_free_lunch	51
45003	South Carolina	Aiken	pcnt_free_lunch	49
45005	South Carolina	Allendale	pcnt_free_lunch	90
45007	South Carolina	Anderson	pcnt_free_lunch	43
45009	South Carolina	Bamberg	pcnt_free_lunch	62
45011	South Carolina	Barnwell	pcnt_free_lunch	58
45013	South Carolina	Beaufort	pcnt_free_lunch	45
45015	South Carolina	Berkeley	pcnt_free_lunch	47
45017	South Carolina	Calhoun	pcnt_free_lunch	79
45019	South Carolina	Charleston	pcnt_free_lunch	44
45021	South Carolina	Cherokee	pcnt_free_lunch	62
45023	South Carolina	Chester	pcnt_free_lunch	60
45025	South Carolina	Chesterfield	pcnt_free_lunch	55
45027	South Carolina	Clarendon	pcnt_free_lunch	63
45029	South Carolina	Colleton	pcnt_free_lunch	71
45031	South Carolina	Darlington	pcnt_free_lunch	66
45033	South Carolina	Dillon	pcnt_free_lunch	73
45035	South Carolina	Dorchester	pcnt_free_lunch	35
45037	South Carolina	Edgefield	pcnt_free_lunch	55
45039	South Carolina	Fairfield	pcnt_free_lunch	66
45041	South Carolina	Florence	pcnt_free_lunch	57
45043	South Carolina	Georgetown	pcnt_free_lunch	57
45045	South Carolina	Greenville	pcnt_free_lunch	41
45047	South Carolina	Greenwood	pcnt_free_lunch	51
45049	South Carolina	Hampton	pcnt_free_lunch	69
45051	South Carolina	Horry	pcnt_free_lunch	56
45053	South Carolina	Jasper	pcnt_free_lunch	65
45055	South Carolina	Kershaw	pcnt_free_lunch	48
45057	South Carolina	Lancaster	pcnt_free_lunch	50
45059	South Carolina	Laurens	pcnt_free_lunch	61
45061	South Carolina	Lee	pcnt_free_lunch	83
45063	South Carolina	Lexington	pcnt_free_lunch	38
45065	South Carolina	McCormick	pcnt_free_lunch	59
45067	South Carolina	Marion	pcnt_free_lunch	77
45069	South Carolina	Marlboro	pcnt_free_lunch	71
45071	South Carolina	Newberry	pcnt_free_lunch	58
45073	South Carolina	Oconee	pcnt_free_lunch	48
45075	South Carolina	Orangeburg	pcnt_free_lunch	64
45077	South Carolina	Pickens	pcnt_free_lunch	37
45079	South Carolina	Richland	pcnt_free_lunch	42
45081	South Carolina	Saluda	pcnt_free_lunch	62
45083	South Carolina	Spartanburg	pcnt_free_lunch	45
45085	South Carolina	Sumter	pcnt_free_lunch	60
45087	South Carolina	Union	pcnt_free_lunch	57
45089	South Carolina	Williamsburg	pcnt_free_lunch	85
45091	South Carolina	York	pcnt_free_lunch	35
46003	South Dakota	Aurora	pcnt_free_lunch	26
46005	South Dakota	Beadle	pcnt_free_lunch	36
46007	South Dakota	Bennett	pcnt_free_lunch	53
46009	South Dakota	Bon Homme	pcnt_free_lunch	23
46011	South Dakota	Brookings	pcnt_free_lunch	16
46013	South Dakota	Brown	pcnt_free_lunch	22
46015	South Dakota	Brule	pcnt_free_lunch	37
46017	South Dakota	Buffalo	pcnt_free_lunch	
46019	South Dakota	Butte	pcnt_free_lunch	34
46021	South Dakota	Campbell	pcnt_free_lunch	16
46023	South Dakota	Charles Mix	pcnt_free_lunch	48
46025	South Dakota	Clark	pcnt_free_lunch	36
46027	South Dakota	Clay	pcnt_free_lunch	26
46029	South Dakota	Codington	pcnt_free_lunch	20
46031	South Dakota	Corson	pcnt_free_lunch	97
46033	South Dakota	Custer	pcnt_free_lunch	37
46035	South Dakota	Davison	pcnt_free_lunch	22
46037	South Dakota	Day	pcnt_free_lunch	30
46039	South Dakota	Deuel	pcnt_free_lunch	10
46041	South Dakota	Dewey	pcnt_free_lunch	64
46043	South Dakota	Douglas	pcnt_free_lunch	22
46045	South Dakota	Edmunds	pcnt_free_lunch	21
46047	South Dakota	Fall River	pcnt_free_lunch	42
46049	South Dakota	Faulk	pcnt_free_lunch	17
46051	South Dakota	Grant	pcnt_free_lunch	23
46053	South Dakota	Gregory	pcnt_free_lunch	49
46055	South Dakota	Haakon	pcnt_free_lunch	22
46057	South Dakota	Hamlin	pcnt_free_lunch	25
46059	South Dakota	Hand	pcnt_free_lunch	22
46061	South Dakota	Hanson	pcnt_free_lunch	16
46063	South Dakota	Harding	pcnt_free_lunch	19
46065	South Dakota	Hughes	pcnt_free_lunch	20
46067	South Dakota	Hutchinson	pcnt_free_lunch	24
46069	South Dakota	Hyde	pcnt_free_lunch	23
46071	South Dakota	Jackson	pcnt_free_lunch	40
46073	South Dakota	Jerauld	pcnt_free_lunch	35
46075	South Dakota	Jones	pcnt_free_lunch	35
46077	South Dakota	Kingsbury	pcnt_free_lunch	20
46079	South Dakota	Lake	pcnt_free_lunch	18
46081	South Dakota	Lawrence	pcnt_free_lunch	25
46083	South Dakota	Lincoln	pcnt_free_lunch	13
46085	South Dakota	Lyman	pcnt_free_lunch	40
46087	South Dakota	McCook	pcnt_free_lunch	22
46089	South Dakota	McPherson	pcnt_free_lunch	43
46091	South Dakota	Marshall	pcnt_free_lunch	32
46093	South Dakota	Meade	pcnt_free_lunch	28
46095	South Dakota	Mellette	pcnt_free_lunch	92
46097	South Dakota	Miner	pcnt_free_lunch	26
46099	South Dakota	Minnehaha	pcnt_free_lunch	27
46101	South Dakota	Moody	pcnt_free_lunch	28
46103	South Dakota	Pennington	pcnt_free_lunch	29
46105	South Dakota	Perkins	pcnt_free_lunch	23
46107	South Dakota	Potter	pcnt_free_lunch	20
46109	South Dakota	Roberts	pcnt_free_lunch	38
46111	South Dakota	Sanborn	pcnt_free_lunch	37
46113	South Dakota	Shannon	pcnt_free_lunch	98
46115	South Dakota	Spink	pcnt_free_lunch	24
46117	South Dakota	Stanley	pcnt_free_lunch	29
46119	South Dakota	Sully	pcnt_free_lunch	13
46121	South Dakota	Todd	pcnt_free_lunch	98
46123	South Dakota	Tripp	pcnt_free_lunch	36
46125	South Dakota	Turner	pcnt_free_lunch	21
46127	South Dakota	Union	pcnt_free_lunch	14
46129	South Dakota	Walworth	pcnt_free_lunch	30
46135	South Dakota	Yankton	pcnt_free_lunch	26
46137	South Dakota	Ziebach	pcnt_free_lunch	97
47001	Tennessee	Anderson	pcnt_free_lunch	42
47003	Tennessee	Bedford	pcnt_free_lunch	52
47005	Tennessee	Benton	pcnt_free_lunch	60
47007	Tennessee	Bledsoe	pcnt_free_lunch	63
47009	Tennessee	Blount	pcnt_free_lunch	36
47011	Tennessee	Bradley	pcnt_free_lunch	47
47013	Tennessee	Campbell	pcnt_free_lunch	64
47015	Tennessee	Cannon	pcnt_free_lunch	52
47017	Tennessee	Carroll	pcnt_free_lunch	51
47019	Tennessee	Carter	pcnt_free_lunch	51
47021	Tennessee	Cheatham	pcnt_free_lunch	39
47023	Tennessee	Chester	pcnt_free_lunch	45
47025	Tennessee	Claiborne	pcnt_free_lunch	58
47027	Tennessee	Clay	pcnt_free_lunch	44
47029	Tennessee	Cocke	pcnt_free_lunch	66
47031	Tennessee	Coffee	pcnt_free_lunch	46
47033	Tennessee	Crockett	pcnt_free_lunch	57
47035	Tennessee	Cumberland	pcnt_free_lunch	53
47037	Tennessee	Davidson	pcnt_free_lunch	59
47039	Tennessee	Decatur	pcnt_free_lunch	50
47041	Tennessee	DeKalb	pcnt_free_lunch	57
47043	Tennessee	Dickson	pcnt_free_lunch	43
47045	Tennessee	Dyer	pcnt_free_lunch	57
47047	Tennessee	Fayette	pcnt_free_lunch	71
47049	Tennessee	Fentress	pcnt_free_lunch	64
47051	Tennessee	Franklin	pcnt_free_lunch	48
47053	Tennessee	Gibson	pcnt_free_lunch	48
47055	Tennessee	Giles	pcnt_free_lunch	48
47057	Tennessee	Grainger	pcnt_free_lunch	55
47059	Tennessee	Greene	pcnt_free_lunch	47
47061	Tennessee	Grundy	pcnt_free_lunch	71
47063	Tennessee	Hamblen	pcnt_free_lunch	50
47065	Tennessee	Hamilton	pcnt_free_lunch	48
47067	Tennessee	Hancock	pcnt_free_lunch	73
47069	Tennessee	Hardeman	pcnt_free_lunch	71
47071	Tennessee	Hardin	pcnt_free_lunch	59
47073	Tennessee	Hawkins	pcnt_free_lunch	51
47075	Tennessee	Haywood	pcnt_free_lunch	67
47077	Tennessee	Henderson	pcnt_free_lunch	50
47079	Tennessee	Henry	pcnt_free_lunch	55
47081	Tennessee	Hickman	pcnt_free_lunch	56
47083	Tennessee	Houston	pcnt_free_lunch	49
47085	Tennessee	Humphreys	pcnt_free_lunch	41
47087	Tennessee	Jackson	pcnt_free_lunch	62
47089	Tennessee	Jefferson	pcnt_free_lunch	49
47091	Tennessee	Johnson	pcnt_free_lunch	59
47093	Tennessee	Knox	pcnt_free_lunch	38
47095	Tennessee	Lake	pcnt_free_lunch	66
47097	Tennessee	Lauderdale	pcnt_free_lunch	69
47099	Tennessee	Lawrence	pcnt_free_lunch	49
47101	Tennessee	Lewis	pcnt_free_lunch	56
47103	Tennessee	Lincoln	pcnt_free_lunch	41
47105	Tennessee	Loudon	pcnt_free_lunch	47
47107	Tennessee	McMinn	pcnt_free_lunch	51
47109	Tennessee	McNairy	pcnt_free_lunch	52
47111	Tennessee	Macon	pcnt_free_lunch	51
47113	Tennessee	Madison	pcnt_free_lunch	65
47115	Tennessee	Marion	pcnt_free_lunch	54
47117	Tennessee	Marshall	pcnt_free_lunch	44
47119	Tennessee	Maury	pcnt_free_lunch	43
47121	Tennessee	Meigs	pcnt_free_lunch	63
47123	Tennessee	Monroe	pcnt_free_lunch	62
47125	Tennessee	Montgomery	pcnt_free_lunch	35
47127	Tennessee	Moore	pcnt_free_lunch	42
47129	Tennessee	Morgan	pcnt_free_lunch	51
47131	Tennessee	Obion	pcnt_free_lunch	49
47133	Tennessee	Overton	pcnt_free_lunch	53
47135	Tennessee	Perry	pcnt_free_lunch	57
47137	Tennessee	Pickett	pcnt_free_lunch	51
47139	Tennessee	Polk	pcnt_free_lunch	55
47141	Tennessee	Putnam	pcnt_free_lunch	48
47143	Tennessee	Rhea	pcnt_free_lunch	59
47145	Tennessee	Roane	pcnt_free_lunch	44
47147	Tennessee	Robertson	pcnt_free_lunch	39
47149	Tennessee	Rutherford	pcnt_free_lunch	34
47151	Tennessee	Scott	pcnt_free_lunch	67
47153	Tennessee	Sequatchie	pcnt_free_lunch	57
47155	Tennessee	Sevier	pcnt_free_lunch	46
47157	Tennessee	Shelby	pcnt_free_lunch	58
47159	Tennessee	Smith	pcnt_free_lunch	47
47161	Tennessee	Stewart	pcnt_free_lunch	45
47163	Tennessee	Sullivan	pcnt_free_lunch	42
47165	Tennessee	Sumner	pcnt_free_lunch	31
47167	Tennessee	Tipton	pcnt_free_lunch	44
47169	Tennessee	Trousdale	pcnt_free_lunch	47
47171	Tennessee	Unicoi	pcnt_free_lunch	52
47173	Tennessee	Union	pcnt_free_lunch	63
47175	Tennessee	Van Buren	pcnt_free_lunch	51
47177	Tennessee	Warren	pcnt_free_lunch	56
47179	Tennessee	Washington	pcnt_free_lunch	39
47181	Tennessee	Wayne	pcnt_free_lunch	55
47183	Tennessee	Weakley	pcnt_free_lunch	48
47185	Tennessee	White	pcnt_free_lunch	51
47187	Tennessee	Williamson	pcnt_free_lunch	11
47189	Tennessee	Wilson	pcnt_free_lunch	30
48001	Texas	Anderson	pcnt_free_lunch	52
48003	Texas	Andrews	pcnt_free_lunch	20
48005	Texas	Angelina	pcnt_free_lunch	59
48007	Texas	Aransas	pcnt_free_lunch	58
48009	Texas	Archer	pcnt_free_lunch	27
48011	Texas	Armstrong	pcnt_free_lunch	27
48013	Texas	Atascosa	pcnt_free_lunch	60
48015	Texas	Austin	pcnt_free_lunch	43
48017	Texas	Bailey	pcnt_free_lunch	75
48019	Texas	Bandera	pcnt_free_lunch	41
48021	Texas	Bastrop	pcnt_free_lunch	58
48023	Texas	Baylor	pcnt_free_lunch	44
48025	Texas	Bee	pcnt_free_lunch	60
48027	Texas	Bell	pcnt_free_lunch	43
48029	Texas	Bexar	pcnt_free_lunch	38
48031	Texas	Blanco	pcnt_free_lunch	39
48033	Texas	Borden	pcnt_free_lunch	0
48035	Texas	Bosque	pcnt_free_lunch	53
48037	Texas	Bowie	pcnt_free_lunch	49
48039	Texas	Brazoria	pcnt_free_lunch	39
48041	Texas	Brazos	pcnt_free_lunch	44
48043	Texas	Brewster	pcnt_free_lunch	39
48045	Texas	Briscoe	pcnt_free_lunch	46
48047	Texas	Brooks	pcnt_free_lunch	11
48049	Texas	Brown	pcnt_free_lunch	49
48051	Texas	Burleson	pcnt_free_lunch	49
48053	Texas	Burnet	pcnt_free_lunch	49
48055	Texas	Caldwell	pcnt_free_lunch	57
48057	Texas	Calhoun	pcnt_free_lunch	56
48059	Texas	Callahan	pcnt_free_lunch	43
48061	Texas	Cameron	pcnt_free_lunch	17
48063	Texas	Camp	pcnt_free_lunch	66
48065	Texas	Carson	pcnt_free_lunch	27
48067	Texas	Cass	pcnt_free_lunch	51
48069	Texas	Castro	pcnt_free_lunch	49
48071	Texas	Chambers	pcnt_free_lunch	29
48073	Texas	Cherokee	pcnt_free_lunch	61
48075	Texas	Childress	pcnt_free_lunch	49
48077	Texas	Clay	pcnt_free_lunch	36
48079	Texas	Cochran	pcnt_free_lunch	67
48081	Texas	Coke	pcnt_free_lunch	41
48083	Texas	Coleman	pcnt_free_lunch	55
48085	Texas	Collin	pcnt_free_lunch	20
48087	Texas	Collingsworth	pcnt_free_lunch	54
48089	Texas	Colorado	pcnt_free_lunch	54
48091	Texas	Comal	pcnt_free_lunch	30
48093	Texas	Comanche	pcnt_free_lunch	56
48095	Texas	Concho	pcnt_free_lunch	53
48097	Texas	Cooke	pcnt_free_lunch	49
48099	Texas	Coryell	pcnt_free_lunch	38
48101	Texas	Cottle	pcnt_free_lunch	60
48103	Texas	Crane	pcnt_free_lunch	15
48105	Texas	Crockett	pcnt_free_lunch	44
48107	Texas	Crosby	pcnt_free_lunch	52
48109	Texas	Culberson	pcnt_free_lunch	65
48111	Texas	Dallam	pcnt_free_lunch	50
48113	Texas	Dallas	pcnt_free_lunch	64
48115	Texas	Dawson	pcnt_free_lunch	24
48117	Texas	Deaf Smith	pcnt_free_lunch	71
48119	Texas	Delta	pcnt_free_lunch	55
48121	Texas	Denton	pcnt_free_lunch	26
48123	Texas	DeWitt	pcnt_free_lunch	55
48125	Texas	Dickens	pcnt_free_lunch	35
48127	Texas	Dimmit	pcnt_free_lunch	69
48129	Texas	Donley	pcnt_free_lunch	48
48131	Texas	Duval	pcnt_free_lunch	47
48133	Texas	Eastland	pcnt_free_lunch	55
48135	Texas	Ector	pcnt_free_lunch	52
48137	Texas	Edwards	pcnt_free_lunch	57
48139	Texas	Ellis	pcnt_free_lunch	41
48141	Texas	El Paso	pcnt_free_lunch	59
48143	Texas	Erath	pcnt_free_lunch	47
48145	Texas	Falls	pcnt_free_lunch	69
48147	Texas	Fannin	pcnt_free_lunch	47
48149	Texas	Fayette	pcnt_free_lunch	44
48151	Texas	Fisher	pcnt_free_lunch	45
48153	Texas	Floyd	pcnt_free_lunch	63
48155	Texas	Foard	pcnt_free_lunch	49
48157	Texas	Fort Bend	pcnt_free_lunch	28
48159	Texas	Franklin	pcnt_free_lunch	47
48161	Texas	Freestone	pcnt_free_lunch	43
48163	Texas	Frio	pcnt_free_lunch	59
48165	Texas	Gaines	pcnt_free_lunch	46
48167	Texas	Galveston	pcnt_free_lunch	39
48169	Texas	Garza	pcnt_free_lunch	55
48171	Texas	Gillespie	pcnt_free_lunch	41
48173	Texas	Glasscock	pcnt_free_lunch	30
48175	Texas	Goliad	pcnt_free_lunch	46
48177	Texas	Gonzales	pcnt_free_lunch	67
48179	Texas	Gray	pcnt_free_lunch	51
48181	Texas	Grayson	pcnt_free_lunch	45
48183	Texas	Gregg	pcnt_free_lunch	50
48185	Texas	Grimes	pcnt_free_lunch	57
48187	Texas	Guadalupe	pcnt_free_lunch	36
48189	Texas	Hale	pcnt_free_lunch	62
48191	Texas	Hall	pcnt_free_lunch	62
48193	Texas	Hamilton	pcnt_free_lunch	34
48195	Texas	Hansford	pcnt_free_lunch	49
48197	Texas	Hardeman	pcnt_free_lunch	61
48199	Texas	Hardin	pcnt_free_lunch	35
48201	Texas	Harris	pcnt_free_lunch	47
48203	Texas	Harrison	pcnt_free_lunch	50
48205	Texas	Hartley	pcnt_free_lunch	46
48207	Texas	Haskell	pcnt_free_lunch	53
48209	Texas	Hays	pcnt_free_lunch	40
48211	Texas	Hemphill	pcnt_free_lunch	32
48213	Texas	Henderson	pcnt_free_lunch	55
48215	Texas	Hidalgo	pcnt_free_lunch	10
48217	Texas	Hill	pcnt_free_lunch	58
48219	Texas	Hockley	pcnt_free_lunch	52
48221	Texas	Hood	pcnt_free_lunch	38
48223	Texas	Hopkins	pcnt_free_lunch	50
48225	Texas	Houston	pcnt_free_lunch	60
48227	Texas	Howard	pcnt_free_lunch	49
48229	Texas	Hudspeth	pcnt_free_lunch	75
48231	Texas	Hunt	pcnt_free_lunch	50
