FIPS	State	County	Variable	homicide_rate
37085	North Carolina	Harnett	homicide_rate	7
37087	North Carolina	Haywood	homicide_rate	2
37089	North Carolina	Henderson	homicide_rate	4
37091	North Carolina	Hertford	homicide_rate	6
37093	North Carolina	Hoke	homicide_rate	8
37095	North Carolina	Hyde	homicide_rate	
37097	North Carolina	Iredell	homicide_rate	4
37099	North Carolina	Jackson	homicide_rate	
37101	North Carolina	Johnston	homicide_rate	5
37103	North Carolina	Jones	homicide_rate	
37105	North Carolina	Lee	homicide_rate	12
37107	North Carolina	Lenoir	homicide_rate	8
37109	North Carolina	Lincoln	homicide_rate	5
37111	North Carolina	McDowell	homicide_rate	6
37113	North Carolina	Macon	homicide_rate	4
37115	North Carolina	Madison	homicide_rate	
37117	North Carolina	Martin	homicide_rate	8
37119	North Carolina	Mecklenburg	homicide_rate	9
37121	North Carolina	Mitchell	homicide_rate	
37123	North Carolina	Montgomery	homicide_rate	7
37125	North Carolina	Moore	homicide_rate	7
37127	North Carolina	Nash	homicide_rate	11
37129	North Carolina	New Hanover	homicide_rate	5
37131	North Carolina	Northampton	homicide_rate	10
37133	North Carolina	Onslow	homicide_rate	5
37135	North Carolina	Orange	homicide_rate	4
37137	North Carolina	Pamlico	homicide_rate	
37139	North Carolina	Pasquotank	homicide_rate	6
37141	North Carolina	Pender	homicide_rate	4
37143	North Carolina	Perquimans	homicide_rate	
37145	North Carolina	Person	homicide_rate	8
37147	North Carolina	Pitt	homicide_rate	8
37149	North Carolina	Polk	homicide_rate	
37151	North Carolina	Randolph	homicide_rate	5
37153	North Carolina	Richmond	homicide_rate	10
37155	North Carolina	Robeson	homicide_rate	23
37157	North Carolina	Rockingham	homicide_rate	7
37159	North Carolina	Rowan	homicide_rate	7
37161	North Carolina	Rutherford	homicide_rate	6
37163	North Carolina	Sampson	homicide_rate	11
37165	North Carolina	Scotland	homicide_rate	18
37167	North Carolina	Stanly	homicide_rate	5
37169	North Carolina	Stokes	homicide_rate	4
37171	North Carolina	Surry	homicide_rate	5
37173	North Carolina	Swain	homicide_rate	16
37175	North Carolina	Transylvania	homicide_rate	
37177	North Carolina	Tyrrell	homicide_rate	
37179	North Carolina	Union	homicide_rate	5
37181	North Carolina	Vance	homicide_rate	15
37183	North Carolina	Wake	homicide_rate	4
37185	North Carolina	Warren	homicide_rate	10
37187	North Carolina	Washington	homicide_rate	
37189	North Carolina	Watauga	homicide_rate	
37191	North Carolina	Wayne	homicide_rate	11
37193	North Carolina	Wilkes	homicide_rate	5
37195	North Carolina	Wilson	homicide_rate	11
37197	North Carolina	Yadkin	homicide_rate	4
37199	North Carolina	Yancey	homicide_rate	
38001	North Dakota	Adams	homicide_rate	
38003	North Dakota	Barnes	homicide_rate	
38005	North Dakota	Benson	homicide_rate	
38007	North Dakota	Billings	homicide_rate	
38009	North Dakota	Bottineau	homicide_rate	
38011	North Dakota	Bowman	homicide_rate	
38013	North Dakota	Burke	homicide_rate	
38015	North Dakota	Burleigh	homicide_rate	
38017	North Dakota	Cass	homicide_rate	
38019	North Dakota	Cavalier	homicide_rate	
38021	North Dakota	Dickey	homicide_rate	
38023	North Dakota	Divide	homicide_rate	
38025	North Dakota	Dunn	homicide_rate	
38027	North Dakota	Eddy	homicide_rate	
38029	North Dakota	Emmons	homicide_rate	
38031	North Dakota	Foster	homicide_rate	
38033	North Dakota	Golden Valley	homicide_rate	
38035	North Dakota	Grand Forks	homicide_rate	
38037	North Dakota	Grant	homicide_rate	
38039	North Dakota	Griggs	homicide_rate	
38041	North Dakota	Hettinger	homicide_rate	
38043	North Dakota	Kidder	homicide_rate	
38045	North Dakota	LaMoure	homicide_rate	
38047	North Dakota	Logan	homicide_rate	
38049	North Dakota	McHenry	homicide_rate	
38051	North Dakota	McIntosh	homicide_rate	
38053	North Dakota	McKenzie	homicide_rate	
38055	North Dakota	McLean	homicide_rate	
38057	North Dakota	Mercer	homicide_rate	
38059	North Dakota	Morton	homicide_rate	
38061	North Dakota	Mountrail	homicide_rate	
38063	North Dakota	Nelson	homicide_rate	
38065	North Dakota	Oliver	homicide_rate	
38067	North Dakota	Pembina	homicide_rate	
38069	North Dakota	Pierce	homicide_rate	
38071	North Dakota	Ramsey	homicide_rate	
38073	North Dakota	Ransom	homicide_rate	
38075	North Dakota	Renville	homicide_rate	
38077	North Dakota	Richland	homicide_rate	
38079	North Dakota	Rolette	homicide_rate	
38081	North Dakota	Sargent	homicide_rate	
38083	North Dakota	Sheridan	homicide_rate	
38085	North Dakota	Sioux	homicide_rate	
38087	North Dakota	Slope	homicide_rate	
38089	North Dakota	Stark	homicide_rate	
38091	North Dakota	Steele	homicide_rate	
38093	North Dakota	Stutsman	homicide_rate	
38095	North Dakota	Towner	homicide_rate	
38097	North Dakota	Traill	homicide_rate	
38099	North Dakota	Walsh	homicide_rate	
38101	North Dakota	Ward	homicide_rate	
38103	North Dakota	Wells	homicide_rate	
38105	North Dakota	Williams	homicide_rate	
39001	Ohio	Adams	homicide_rate	9
39003	Ohio	Allen	homicide_rate	4
39005	Ohio	Ashland	homicide_rate	
39007	Ohio	Ashtabula	homicide_rate	4
39009	Ohio	Athens	homicide_rate	
39011	Ohio	Auglaize	homicide_rate	
39013	Ohio	Belmont	homicide_rate	2
39015	Ohio	Brown	homicide_rate	
39017	Ohio	Butler	homicide_rate	3
39019	Ohio	Carroll	homicide_rate	
39021	Ohio	Champaign	homicide_rate	
39023	Ohio	Clark	homicide_rate	5
39025	Ohio	Clermont	homicide_rate	1
39027	Ohio	Clinton	homicide_rate	
39029	Ohio	Columbiana	homicide_rate	3
39031	Ohio	Coshocton	homicide_rate	
39033	Ohio	Crawford	homicide_rate	
39035	Ohio	Cuyahoga	homicide_rate	9
39037	Ohio	Darke	homicide_rate	3
39039	Ohio	Defiance	homicide_rate	
39041	Ohio	Delaware	homicide_rate	1
39043	Ohio	Erie	homicide_rate	2
39045	Ohio	Fairfield	homicide_rate	2
39047	Ohio	Fayette	homicide_rate	
39049	Ohio	Franklin	homicide_rate	9
39051	Ohio	Fulton	homicide_rate	
39053	Ohio	Gallia	homicide_rate	5
39055	Ohio	Geauga	homicide_rate	
39057	Ohio	Greene	homicide_rate	2
39059	Ohio	Guernsey	homicide_rate	
39061	Ohio	Hamilton	homicide_rate	10
39063	Ohio	Hancock	homicide_rate	2
39065	Ohio	Hardin	homicide_rate	
39067	Ohio	Harrison	homicide_rate	
39069	Ohio	Henry	homicide_rate	
39071	Ohio	Highland	homicide_rate	
39073	Ohio	Hocking	homicide_rate	
39075	Ohio	Holmes	homicide_rate	
39077	Ohio	Huron	homicide_rate	
39079	Ohio	Jackson	homicide_rate	5
39081	Ohio	Jefferson	homicide_rate	3
39083	Ohio	Knox	homicide_rate	3
39085	Ohio	Lake	homicide_rate	1
39087	Ohio	Lawrence	homicide_rate	6
39089	Ohio	Licking	homicide_rate	3
39091	Ohio	Logan	homicide_rate	3
39093	Ohio	Lorain	homicide_rate	3
39095	Ohio	Lucas	homicide_rate	6
39097	Ohio	Madison	homicide_rate	
39099	Ohio	Mahoning	homicide_rate	11
39101	Ohio	Marion	homicide_rate	
39103	Ohio	Medina	homicide_rate	1
39105	Ohio	Meigs	homicide_rate	
39107	Ohio	Mercer	homicide_rate	
39109	Ohio	Miami	homicide_rate	2
39111	Ohio	Monroe	homicide_rate	
39113	Ohio	Montgomery	homicide_rate	9
39115	Ohio	Morgan	homicide_rate	
39117	Ohio	Morrow	homicide_rate	5
39119	Ohio	Muskingum	homicide_rate	3
39121	Ohio	Noble	homicide_rate	
39123	Ohio	Ottawa	homicide_rate	
39125	Ohio	Paulding	homicide_rate	
39127	Ohio	Perry	homicide_rate	
39129	Ohio	Pickaway	homicide_rate	
39131	Ohio	Pike	homicide_rate	
39133	Ohio	Portage	homicide_rate	2
39135	Ohio	Preble	homicide_rate	
39137	Ohio	Putnam	homicide_rate	
39139	Ohio	Richland	homicide_rate	3
39141	Ohio	Ross	homicide_rate	4
39143	Ohio	Sandusky	homicide_rate	2
39145	Ohio	Scioto	homicide_rate	7
39147	Ohio	Seneca	homicide_rate	
39149	Ohio	Shelby	homicide_rate	
39151	Ohio	Stark	homicide_rate	4
39153	Ohio	Summit	homicide_rate	5
39155	Ohio	Trumbull	homicide_rate	6
39157	Ohio	Tuscarawas	homicide_rate	
39159	Ohio	Union	homicide_rate	
39161	Ohio	Van Wert	homicide_rate	
39163	Ohio	Vinton	homicide_rate	
39165	Ohio	Warren	homicide_rate	1
39167	Ohio	Washington	homicide_rate	
39169	Ohio	Wayne	homicide_rate	2
39171	Ohio	Williams	homicide_rate	
39173	Ohio	Wood	homicide_rate	1
39175	Ohio	Wyandot	homicide_rate	
40001	Oklahoma	Adair	homicide_rate	9
40003	Oklahoma	Alfalfa	homicide_rate	
40005	Oklahoma	Atoka	homicide_rate	
40007	Oklahoma	Beaver	homicide_rate	
40009	Oklahoma	Beckham	homicide_rate	
40011	Oklahoma	Blaine	homicide_rate	
40013	Oklahoma	Bryan	homicide_rate	6
40015	Oklahoma	Caddo	homicide_rate	9
40017	Oklahoma	Canadian	homicide_rate	4
40019	Oklahoma	Carter	homicide_rate	7
40021	Oklahoma	Cherokee	homicide_rate	5
40023	Oklahoma	Choctaw	homicide_rate	11
40025	Oklahoma	Cimarron	homicide_rate	
40027	Oklahoma	Cleveland	homicide_rate	2
40029	Oklahoma	Coal	homicide_rate	
40031	Oklahoma	Comanche	homicide_rate	8
40033	Oklahoma	Cotton	homicide_rate	
40035	Oklahoma	Craig	homicide_rate	
40037	Oklahoma	Creek	homicide_rate	3
40039	Oklahoma	Custer	homicide_rate	
40041	Oklahoma	Delaware	homicide_rate	7
40043	Oklahoma	Dewey	homicide_rate	
40045	Oklahoma	Ellis	homicide_rate	
40047	Oklahoma	Garfield	homicide_rate	3
40049	Oklahoma	Garvin	homicide_rate	6
40051	Oklahoma	Grady	homicide_rate	3
40053	Oklahoma	Grant	homicide_rate	
40055	Oklahoma	Greer	homicide_rate	
40057	Oklahoma	Harmon	homicide_rate	
40059	Oklahoma	Harper	homicide_rate	
40061	Oklahoma	Haskell	homicide_rate	
40063	Oklahoma	Hughes	homicide_rate	
40065	Oklahoma	Jackson	homicide_rate	
40067	Oklahoma	Jefferson	homicide_rate	
40069	Oklahoma	Johnston	homicide_rate	
40071	Oklahoma	Kay	homicide_rate	5
40073	Oklahoma	Kingfisher	homicide_rate	
40075	Oklahoma	Kiowa	homicide_rate	
40077	Oklahoma	Latimer	homicide_rate	
40079	Oklahoma	Le Flore	homicide_rate	5
40081	Oklahoma	Lincoln	homicide_rate	5
40083	Oklahoma	Logan	homicide_rate	4
40085	Oklahoma	Love	homicide_rate	
40087	Oklahoma	McClain	homicide_rate	4
40089	Oklahoma	McCurtain	homicide_rate	12
40091	Oklahoma	McIntosh	homicide_rate	8
40093	Oklahoma	Major	homicide_rate	
40095	Oklahoma	Marshall	homicide_rate	
40097	Oklahoma	Mayes	homicide_rate	5
40099	Oklahoma	Murray	homicide_rate	
40101	Oklahoma	Muskogee	homicide_rate	6
40103	Oklahoma	Noble	homicide_rate	
40105	Oklahoma	Nowata	homicide_rate	
40107	Oklahoma	Okfuskee	homicide_rate	
40109	Oklahoma	Oklahoma	homicide_rate	9
40111	Oklahoma	Okmulgee	homicide_rate	8
40113	Oklahoma	Osage	homicide_rate	5
40115	Oklahoma	Ottawa	homicide_rate	
40117	Oklahoma	Pawnee	homicide_rate	
40119	Oklahoma	Payne	homicide_rate	
40121	Oklahoma	Pittsburg	homicide_rate	8
40123	Oklahoma	Pontotoc	homicide_rate	4
40125	Oklahoma	Pottawatomie	homicide_rate	5
40127	Oklahoma	Pushmataha	homicide_rate	
40129	Oklahoma	Roger Mills	homicide_rate	
40131	Oklahoma	Rogers	homicide_rate	2
40133	Oklahoma	Seminole	homicide_rate	8
40135	Oklahoma	Sequoyah	homicide_rate	6
40137	Oklahoma	Stephens	homicide_rate	4
40139	Oklahoma	Texas	homicide_rate	
40141	Oklahoma	Tillman	homicide_rate	
40143	Oklahoma	Tulsa	homicide_rate	10
40145	Oklahoma	Wagoner	homicide_rate	5
40147	Oklahoma	Washington	homicide_rate	
40149	Oklahoma	Washita	homicide_rate	
40151	Oklahoma	Woods	homicide_rate	
40153	Oklahoma	Woodward	homicide_rate	
41001	Oregon	Baker	homicide_rate	
41003	Oregon	Benton	homicide_rate	
41005	Oregon	Clackamas	homicide_rate	2
41007	Oregon	Clatsop	homicide_rate	
41009	Oregon	Columbia	homicide_rate	3
41011	Oregon	Coos	homicide_rate	3
41013	Oregon	Crook	homicide_rate	
41015	Oregon	Curry	homicide_rate	
41017	Oregon	Deschutes	homicide_rate	2
41019	Oregon	Douglas	homicide_rate	3
41021	Oregon	Gilliam	homicide_rate	
41023	Oregon	Grant	homicide_rate	
41025	Oregon	Harney	homicide_rate	
41027	Oregon	Hood River	homicide_rate	
41029	Oregon	Jackson	homicide_rate	2
41031	Oregon	Jefferson	homicide_rate	10
41033	Oregon	Josephine	homicide_rate	5
41035	Oregon	Klamath	homicide_rate	6
41037	Oregon	Lake	homicide_rate	
41039	Oregon	Lane	homicide_rate	3
41041	Oregon	Lincoln	homicide_rate	
41043	Oregon	Linn	homicide_rate	2
41045	Oregon	Malheur	homicide_rate	
41047	Oregon	Marion	homicide_rate	3
41049	Oregon	Morrow	homicide_rate	
41051	Oregon	Multnomah	homicide_rate	4
41053	Oregon	Polk	homicide_rate	
41055	Oregon	Sherman	homicide_rate	
41057	Oregon	Tillamook	homicide_rate	
41059	Oregon	Umatilla	homicide_rate	4
41061	Oregon	Union	homicide_rate	
41063	Oregon	Wallowa	homicide_rate	
41065	Oregon	Wasco	homicide_rate	
41067	Oregon	Washington	homicide_rate	2
41069	Oregon	Wheeler	homicide_rate	
41071	Oregon	Yamhill	homicide_rate	
42001	Pennsylvania	Adams	homicide_rate	2
42003	Pennsylvania	Allegheny	homicide_rate	8
42005	Pennsylvania	Armstrong	homicide_rate	2
42007	Pennsylvania	Beaver	homicide_rate	4
42009	Pennsylvania	Bedford	homicide_rate	
42011	Pennsylvania	Berks	homicide_rate	4
42013	Pennsylvania	Blair	homicide_rate	3
42015	Pennsylvania	Bradford	homicide_rate	2
42017	Pennsylvania	Bucks	homicide_rate	2
42019	Pennsylvania	Butler	homicide_rate	2
42021	Pennsylvania	Cambria	homicide_rate	2
42023	Pennsylvania	Cameron	homicide_rate	
42025	Pennsylvania	Carbon	homicide_rate	2
42027	Pennsylvania	Centre	homicide_rate	
42029	Pennsylvania	Chester	homicide_rate	2
42031	Pennsylvania	Clarion	homicide_rate	
42033	Pennsylvania	Clearfield	homicide_rate	
42035	Pennsylvania	Clinton	homicide_rate	
42037	Pennsylvania	Columbia	homicide_rate	
42039	Pennsylvania	Crawford	homicide_rate	4
42041	Pennsylvania	Cumberland	homicide_rate	1
42043	Pennsylvania	Dauphin	homicide_rate	6
42045	Pennsylvania	Delaware	homicide_rate	7
42047	Pennsylvania	Elk	homicide_rate	
42049	Pennsylvania	Erie	homicide_rate	2
42051	Pennsylvania	Fayette	homicide_rate	3
42053	Pennsylvania	Forest	homicide_rate	
42055	Pennsylvania	Franklin	homicide_rate	2
42057	Pennsylvania	Fulton	homicide_rate	
42059	Pennsylvania	Greene	homicide_rate	4
42061	Pennsylvania	Huntingdon	homicide_rate	
42063	Pennsylvania	Indiana	homicide_rate	
42065	Pennsylvania	Jefferson	homicide_rate	
42067	Pennsylvania	Juniata	homicide_rate	
42069	Pennsylvania	Lackawanna	homicide_rate	2
42071	Pennsylvania	Lancaster	homicide_rate	3
42073	Pennsylvania	Lawrence	homicide_rate	4
42075	Pennsylvania	Lebanon	homicide_rate	3
42077	Pennsylvania	Lehigh	homicide_rate	4
42079	Pennsylvania	Luzerne	homicide_rate	4
42081	Pennsylvania	Lycoming	homicide_rate	2
42083	Pennsylvania	McKean	homicide_rate	
42085	Pennsylvania	Mercer	homicide_rate	2
42087	Pennsylvania	Mifflin	homicide_rate	
42089	Pennsylvania	Monroe	homicide_rate	3
42091	Pennsylvania	Montgomery	homicide_rate	2
42093	Pennsylvania	Montour	homicide_rate	
42095	Pennsylvania	Northampton	homicide_rate	3
42097	Pennsylvania	Northumberland	homicide_rate	2
42099	Pennsylvania	Perry	homicide_rate	
42101	Pennsylvania	Philadelphia	homicide_rate	23
42103	Pennsylvania	Pike	homicide_rate	
42105	Pennsylvania	Potter	homicide_rate	
42107	Pennsylvania	Schuylkill	homicide_rate	3
42109	Pennsylvania	Snyder	homicide_rate	
42111	Pennsylvania	Somerset	homicide_rate	2
42113	Pennsylvania	Sullivan	homicide_rate	
42115	Pennsylvania	Susquehanna	homicide_rate	
42117	Pennsylvania	Tioga	homicide_rate	
42119	Pennsylvania	Union	homicide_rate	
42121	Pennsylvania	Venango	homicide_rate	
42123	Pennsylvania	Warren	homicide_rate	4
42125	Pennsylvania	Washington	homicide_rate	2
42127	Pennsylvania	Wayne	homicide_rate	3
42129	Pennsylvania	Westmoreland	homicide_rate	2
42131	Pennsylvania	Wyoming	homicide_rate	
42133	Pennsylvania	York	homicide_rate	3
44001	Rhode Island	Bristol	homicide_rate	
44003	Rhode Island	Kent	homicide_rate	1
44005	Rhode Island	Newport	homicide_rate	
44007	Rhode Island	Providence	homicide_rate	4
44009	Rhode Island	Washington	homicide_rate	
45001	South Carolina	Abbeville	homicide_rate	6
45003	South Carolina	Aiken	homicide_rate	7
45005	South Carolina	Allendale	homicide_rate	15
45007	South Carolina	Anderson	homicide_rate	8
45009	South Carolina	Bamberg	homicide_rate	12
45011	South Carolina	Barnwell	homicide_rate	6
45013	South Carolina	Beaufort	homicide_rate	5
45015	South Carolina	Berkeley	homicide_rate	7
45017	South Carolina	Calhoun	homicide_rate	9
45019	South Carolina	Charleston	homicide_rate	11
45021	South Carolina	Cherokee	homicide_rate	8
45023	South Carolina	Chester	homicide_rate	11
45025	South Carolina	Chesterfield	homicide_rate	6
45027	South Carolina	Clarendon	homicide_rate	10
45029	South Carolina	Colleton	homicide_rate	15
45031	South Carolina	Darlington	homicide_rate	12
45033	South Carolina	Dillon	homicide_rate	11
45035	South Carolina	Dorchester	homicide_rate	5
45037	South Carolina	Edgefield	homicide_rate	6
45039	South Carolina	Fairfield	homicide_rate	11
45041	South Carolina	Florence	homicide_rate	9
45043	South Carolina	Georgetown	homicide_rate	6
45045	South Carolina	Greenville	homicide_rate	6
45047	South Carolina	Greenwood	homicide_rate	6
45049	South Carolina	Hampton	homicide_rate	13
45051	South Carolina	Horry	homicide_rate	7
45053	South Carolina	Jasper	homicide_rate	15
45055	South Carolina	Kershaw	homicide_rate	7
45057	South Carolina	Lancaster	homicide_rate	7
45059	South Carolina	Laurens	homicide_rate	8
45061	South Carolina	Lee	homicide_rate	15
45063	South Carolina	Lexington	homicide_rate	5
45065	South Carolina	McCormick	homicide_rate	
45067	South Carolina	Marion	homicide_rate	11
45069	South Carolina	Marlboro	homicide_rate	17
45071	South Carolina	Newberry	homicide_rate	5
45073	South Carolina	Oconee	homicide_rate	6
45075	South Carolina	Orangeburg	homicide_rate	15
45077	South Carolina	Pickens	homicide_rate	4
45079	South Carolina	Richland	homicide_rate	10
45081	South Carolina	Saluda	homicide_rate	7
45083	South Carolina	Spartanburg	homicide_rate	8
45085	South Carolina	Sumter	homicide_rate	11
45087	South Carolina	Union	homicide_rate	5
45089	South Carolina	Williamsburg	homicide_rate	13
45091	South Carolina	York	homicide_rate	5
46003	South Dakota	Aurora	homicide_rate	
46005	South Dakota	Beadle	homicide_rate	
46007	South Dakota	Bennett	homicide_rate	
46009	South Dakota	Bon Homme	homicide_rate	
46011	South Dakota	Brookings	homicide_rate	
46013	South Dakota	Brown	homicide_rate	
46015	South Dakota	Brule	homicide_rate	
46017	South Dakota	Buffalo	homicide_rate	
46019	South Dakota	Butte	homicide_rate	
46021	South Dakota	Campbell	homicide_rate	
46023	South Dakota	Charles Mix	homicide_rate	
46025	South Dakota	Clark	homicide_rate	
46027	South Dakota	Clay	homicide_rate	
46029	South Dakota	Codington	homicide_rate	
46031	South Dakota	Corson	homicide_rate	
46033	South Dakota	Custer	homicide_rate	
46035	South Dakota	Davison	homicide_rate	
46037	South Dakota	Day	homicide_rate	
46039	South Dakota	Deuel	homicide_rate	
46041	South Dakota	Dewey	homicide_rate	
46043	South Dakota	Douglas	homicide_rate	
46045	South Dakota	Edmunds	homicide_rate	
46047	South Dakota	Fall River	homicide_rate	
46049	South Dakota	Faulk	homicide_rate	
46051	South Dakota	Grant	homicide_rate	
46053	South Dakota	Gregory	homicide_rate	
46055	South Dakota	Haakon	homicide_rate	
46057	South Dakota	Hamlin	homicide_rate	
46059	South Dakota	Hand	homicide_rate	
46061	South Dakota	Hanson	homicide_rate	
46063	South Dakota	Harding	homicide_rate	
46065	South Dakota	Hughes	homicide_rate	
46067	South Dakota	Hutchinson	homicide_rate	
46069	South Dakota	Hyde	homicide_rate	
46071	South Dakota	Jackson	homicide_rate	
46073	South Dakota	Jerauld	homicide_rate	
46075	South Dakota	Jones	homicide_rate	
46077	South Dakota	Kingsbury	homicide_rate	
46079	South Dakota	Lake	homicide_rate	
46081	South Dakota	Lawrence	homicide_rate	
46083	South Dakota	Lincoln	homicide_rate	
46085	South Dakota	Lyman	homicide_rate	
46087	South Dakota	McCook	homicide_rate	
46089	South Dakota	McPherson	homicide_rate	
46091	South Dakota	Marshall	homicide_rate	
46093	South Dakota	Meade	homicide_rate	
46095	South Dakota	Mellette	homicide_rate	
46097	South Dakota	Miner	homicide_rate	
46099	South Dakota	Minnehaha	homicide_rate	2
46101	South Dakota	Moody	homicide_rate	
46103	South Dakota	Pennington	homicide_rate	2
46105	South Dakota	Perkins	homicide_rate	
46107	South Dakota	Potter	homicide_rate	
46109	South Dakota	Roberts	homicide_rate	
46111	South Dakota	Sanborn	homicide_rate	
46113	South Dakota	Shannon	homicide_rate	18
46115	South Dakota	Spink	homicide_rate	
46117	South Dakota	Stanley	homicide_rate	
46119	South Dakota	Sully	homicide_rate	
46121	South Dakota	Todd	homicide_rate	
46123	South Dakota	Tripp	homicide_rate	
46125	South Dakota	Turner	homicide_rate	
46127	South Dakota	Union	homicide_rate	
46129	South Dakota	Walworth	homicide_rate	
46135	South Dakota	Yankton	homicide_rate	
46137	South Dakota	Ziebach	homicide_rate	
47001	Tennessee	Anderson	homicide_rate	5
47003	Tennessee	Bedford	homicide_rate	5
47005	Tennessee	Benton	homicide_rate	
47007	Tennessee	Bledsoe	homicide_rate	
47009	Tennessee	Blount	homicide_rate	3
47011	Tennessee	Bradley	homicide_rate	3
47013	Tennessee	Campbell	homicide_rate	5
47015	Tennessee	Cannon	homicide_rate	
47017	Tennessee	Carroll	homicide_rate	7
47019	Tennessee	Carter	homicide_rate	4
47021	Tennessee	Cheatham	homicide_rate	7
47023	Tennessee	Chester	homicide_rate	9
47025	Tennessee	Claiborne	homicide_rate	7
47027	Tennessee	Clay	homicide_rate	
47029	Tennessee	Cocke	homicide_rate	6
47031	Tennessee	Coffee	homicide_rate	5
47033	Tennessee	Crockett	homicide_rate	
47035	Tennessee	Cumberland	homicide_rate	8
47037	Tennessee	Davidson	homicide_rate	12
47039	Tennessee	Decatur	homicide_rate	
47041	Tennessee	DeKalb	homicide_rate	
47043	Tennessee	Dickson	homicide_rate	5
47045	Tennessee	Dyer	homicide_rate	6
47047	Tennessee	Fayette	homicide_rate	7
47049	Tennessee	Fentress	homicide_rate	
47051	Tennessee	Franklin	homicide_rate	
47053	Tennessee	Gibson	homicide_rate	5
47055	Tennessee	Giles	homicide_rate	
47057	Tennessee	Grainger	homicide_rate	
47059	Tennessee	Greene	homicide_rate	4
47061	Tennessee	Grundy	homicide_rate	10
47063	Tennessee	Hamblen	homicide_rate	3
47065	Tennessee	Hamilton	homicide_rate	6
47067	Tennessee	Hancock	homicide_rate	
47069	Tennessee	Hardeman	homicide_rate	13
47071	Tennessee	Hardin	homicide_rate	7
47073	Tennessee	Hawkins	homicide_rate	3
47075	Tennessee	Haywood	homicide_rate	
47077	Tennessee	Henderson	homicide_rate	
47079	Tennessee	Henry	homicide_rate	7
47081	Tennessee	Hickman	homicide_rate	
47083	Tennessee	Houston	homicide_rate	
47085	Tennessee	Humphreys	homicide_rate	
47087	Tennessee	Jackson	homicide_rate	
47089	Tennessee	Jefferson	homicide_rate	4
47091	Tennessee	Johnson	homicide_rate	
47093	Tennessee	Knox	homicide_rate	7
47095	Tennessee	Lake	homicide_rate	
47097	Tennessee	Lauderdale	homicide_rate	8
47099	Tennessee	Lawrence	homicide_rate	4
47101	Tennessee	Lewis	homicide_rate	
47103	Tennessee	Lincoln	homicide_rate	7
47105	Tennessee	Loudon	homicide_rate	
47107	Tennessee	McMinn	homicide_rate	4
47109	Tennessee	McNairy	homicide_rate	7
47111	Tennessee	Macon	homicide_rate	7
47113	Tennessee	Madison	homicide_rate	9
47115	Tennessee	Marion	homicide_rate	
47117	Tennessee	Marshall	homicide_rate	
47119	Tennessee	Maury	homicide_rate	9
47121	Tennessee	Meigs	homicide_rate	
47123	Tennessee	Monroe	homicide_rate	6
47125	Tennessee	Montgomery	homicide_rate	7
47127	Tennessee	Moore	homicide_rate	
47129	Tennessee	Morgan	homicide_rate	
47131	Tennessee	Obion	homicide_rate	
47133	Tennessee	Overton	homicide_rate	
47135	Tennessee	Perry	homicide_rate	
47137	Tennessee	Pickett	homicide_rate	
47139	Tennessee	Polk	homicide_rate	
47141	Tennessee	Putnam	homicide_rate	4
47143	Tennessee	Rhea	homicide_rate	6
47145	Tennessee	Roane	homicide_rate	6
47147	Tennessee	Robertson	homicide_rate	7
47149	Tennessee	Rutherford	homicide_rate	4
47151	Tennessee	Scott	homicide_rate	
47153	Tennessee	Sequatchie	homicide_rate	
47155	Tennessee	Sevier	homicide_rate	3
47157	Tennessee	Shelby	homicide_rate	17
47159	Tennessee	Smith	homicide_rate	
47161	Tennessee	Stewart	homicide_rate	
47163	Tennessee	Sullivan	homicide_rate	3
47165	Tennessee	Sumner	homicide_rate	3
47167	Tennessee	Tipton	homicide_rate	6
47169	Tennessee	Trousdale	homicide_rate	
47171	Tennessee	Unicoi	homicide_rate	
47173	Tennessee	Union	homicide_rate	
47175	Tennessee	Van Buren	homicide_rate	
47177	Tennessee	Warren	homicide_rate	4
47179	Tennessee	Washington	homicide_rate	4
47181	Tennessee	Wayne	homicide_rate	9
47183	Tennessee	Weakley	homicide_rate	
47185	Tennessee	White	homicide_rate	6
47187	Tennessee	Williamson	homicide_rate	2
47189	Tennessee	Wilson	homicide_rate	3
48001	Texas	Anderson	homicide_rate	7
48003	Texas	Andrews	homicide_rate	
48005	Texas	Angelina	homicide_rate	6
48007	Texas	Aransas	homicide_rate	10
48009	Texas	Archer	homicide_rate	
48011	Texas	Armstrong	homicide_rate	
48013	Texas	Atascosa	homicide_rate	7
48015	Texas	Austin	homicide_rate	
48017	Texas	Bailey	homicide_rate	
48019	Texas	Bandera	homicide_rate	
48021	Texas	Bastrop	homicide_rate	4
48023	Texas	Baylor	homicide_rate	
48025	Texas	Bee	homicide_rate	
48027	Texas	Bell	homicide_rate	6
48029	Texas	Bexar	homicide_rate	8
48031	Texas	Blanco	homicide_rate	
48033	Texas	Borden	homicide_rate	
48035	Texas	Bosque	homicide_rate	
48037	Texas	Bowie	homicide_rate	10
48039	Texas	Brazoria	homicide_rate	4
48041	Texas	Brazos	homicide_rate	3
48043	Texas	Brewster	homicide_rate	
48045	Texas	Briscoe	homicide_rate	
48047	Texas	Brooks	homicide_rate	
48049	Texas	Brown	homicide_rate	4
48051	Texas	Burleson	homicide_rate	
48053	Texas	Burnet	homicide_rate	
48055	Texas	Caldwell	homicide_rate	
48057	Texas	Calhoun	homicide_rate	
