FIPS	State	County	Variable	pcnt_mammography
21167	Kentucky	Mercer	pcnt_mammography	61.3
21169	Kentucky	Metcalfe	pcnt_mammography	52.1
21171	Kentucky	Monroe	pcnt_mammography	43.7
21173	Kentucky	Montgomery	pcnt_mammography	64.6
21175	Kentucky	Morgan	pcnt_mammography	49.2
21177	Kentucky	Muhlenberg	pcnt_mammography	67.9
21179	Kentucky	Nelson	pcnt_mammography	65.3
21181	Kentucky	Nicholas	pcnt_mammography	50.0
21183	Kentucky	Ohio	pcnt_mammography	59.9
21185	Kentucky	Oldham	pcnt_mammography	72.6
21187	Kentucky	Owen	pcnt_mammography	46.6
21189	Kentucky	Owsley	pcnt_mammography	37.9
21191	Kentucky	Pendleton	pcnt_mammography	47.3
21193	Kentucky	Perry	pcnt_mammography	51.0
21195	Kentucky	Pike	pcnt_mammography	55.7
21197	Kentucky	Powell	pcnt_mammography	55.2
21199	Kentucky	Pulaski	pcnt_mammography	60.8
21201	Kentucky	Robertson	pcnt_mammography	
21203	Kentucky	Rockcastle	pcnt_mammography	56.0
21205	Kentucky	Rowan	pcnt_mammography	57.5
21207	Kentucky	Russell	pcnt_mammography	56.9
21209	Kentucky	Scott	pcnt_mammography	59.0
21211	Kentucky	Shelby	pcnt_mammography	71.5
21213	Kentucky	Simpson	pcnt_mammography	60.2
21215	Kentucky	Spencer	pcnt_mammography	65.1
21217	Kentucky	Taylor	pcnt_mammography	67.0
21219	Kentucky	Todd	pcnt_mammography	70.8
21221	Kentucky	Trigg	pcnt_mammography	66.8
21223	Kentucky	Trimble	pcnt_mammography	63.8
21225	Kentucky	Union	pcnt_mammography	67.3
21227	Kentucky	Warren	pcnt_mammography	62.7
21229	Kentucky	Washington	pcnt_mammography	62.5
21231	Kentucky	Wayne	pcnt_mammography	56.7
21233	Kentucky	Webster	pcnt_mammography	62.4
21235	Kentucky	Whitley	pcnt_mammography	55.5
21237	Kentucky	Wolfe	pcnt_mammography	54.0
21239	Kentucky	Woodford	pcnt_mammography	76.9
22001	Louisiana	Acadia	pcnt_mammography	61.6
22003	Louisiana	Allen	pcnt_mammography	58.3
22005	Louisiana	Ascension	pcnt_mammography	66.7
22007	Louisiana	Assumption	pcnt_mammography	65.8
22009	Louisiana	Avoyelles	pcnt_mammography	55.6
22011	Louisiana	Beauregard	pcnt_mammography	58.8
22013	Louisiana	Bienville	pcnt_mammography	59.0
22015	Louisiana	Bossier	pcnt_mammography	61.1
22017	Louisiana	Caddo	pcnt_mammography	59.8
22019	Louisiana	Calcasieu	pcnt_mammography	67.0
22021	Louisiana	Caldwell	pcnt_mammography	58.6
22023	Louisiana	Cameron	pcnt_mammography	64.3
22025	Louisiana	Catahoula	pcnt_mammography	65.3
22027	Louisiana	Claiborne	pcnt_mammography	53.7
22029	Louisiana	Concordia	pcnt_mammography	61.2
22031	Louisiana	De Soto	pcnt_mammography	62.5
22033	Louisiana	East Baton Rouge	pcnt_mammography	66.7
22035	Louisiana	East Carroll	pcnt_mammography	51.3
22037	Louisiana	East Feliciana	pcnt_mammography	60.4
22039	Louisiana	Evangeline	pcnt_mammography	56.5
22041	Louisiana	Franklin	pcnt_mammography	51.4
22043	Louisiana	Grant	pcnt_mammography	59.5
22045	Louisiana	Iberia	pcnt_mammography	62.8
22047	Louisiana	Iberville	pcnt_mammography	60.8
22049	Louisiana	Jackson	pcnt_mammography	65.1
22051	Louisiana	Jefferson	pcnt_mammography	65.3
22053	Louisiana	Jefferson Davis	pcnt_mammography	56.7
22055	Louisiana	Lafayette	pcnt_mammography	64.8
22057	Louisiana	Lafourche	pcnt_mammography	62.2
22059	Louisiana	La Salle	pcnt_mammography	55.6
22061	Louisiana	Lincoln	pcnt_mammography	66.9
22063	Louisiana	Livingston	pcnt_mammography	66.3
22065	Louisiana	Madison	pcnt_mammography	48.9
22067	Louisiana	Morehouse	pcnt_mammography	58.1
22069	Louisiana	Natchitoches	pcnt_mammography	58.0
22071	Louisiana	Orleans	pcnt_mammography	63.1
22073	Louisiana	Ouachita	pcnt_mammography	63.8
22075	Louisiana	Plaquemines	pcnt_mammography	64.8
22077	Louisiana	Pointe Coupee	pcnt_mammography	66.2
22079	Louisiana	Rapides	pcnt_mammography	64.2
22081	Louisiana	Red River	pcnt_mammography	45.3
22083	Louisiana	Richland	pcnt_mammography	58.7
22085	Louisiana	Sabine	pcnt_mammography	62.2
22087	Louisiana	St. Bernard	pcnt_mammography	49.2
22089	Louisiana	St. Charles	pcnt_mammography	69.7
22091	Louisiana	St. Helena	pcnt_mammography	51.0
22093	Louisiana	St. James	pcnt_mammography	60.6
22095	Louisiana	St. John the Baptist	pcnt_mammography	64.3
22097	Louisiana	St. Landry	pcnt_mammography	65.4
22099	Louisiana	St. Martin	pcnt_mammography	58.9
22101	Louisiana	St. Mary	pcnt_mammography	62.2
22103	Louisiana	St. Tammany	pcnt_mammography	67.4
22105	Louisiana	Tangipahoa	pcnt_mammography	60.8
22107	Louisiana	Tensas	pcnt_mammography	50.0
22109	Louisiana	Terrebonne	pcnt_mammography	63.9
22111	Louisiana	Union	pcnt_mammography	53.7
22113	Louisiana	Vermilion	pcnt_mammography	55.4
22115	Louisiana	Vernon	pcnt_mammography	55.9
22117	Louisiana	Washington	pcnt_mammography	59.3
22119	Louisiana	Webster	pcnt_mammography	56.8
22121	Louisiana	West Baton Rouge	pcnt_mammography	64.9
22123	Louisiana	West Carroll	pcnt_mammography	60.9
22125	Louisiana	West Feliciana	pcnt_mammography	70.8
22127	Louisiana	Winn	pcnt_mammography	53.0
23001	Maine	Androscoggin	pcnt_mammography	68.6
23003	Maine	Aroostook	pcnt_mammography	78.2
23005	Maine	Cumberland	pcnt_mammography	72.4
23007	Maine	Franklin	pcnt_mammography	74.8
23009	Maine	Hancock	pcnt_mammography	75.5
23011	Maine	Kennebec	pcnt_mammography	70.6
23013	Maine	Knox	pcnt_mammography	68.3
23015	Maine	Lincoln	pcnt_mammography	69.1
23017	Maine	Oxford	pcnt_mammography	76.7
23019	Maine	Penobscot	pcnt_mammography	76.6
23021	Maine	Piscataquis	pcnt_mammography	76.4
23023	Maine	Sagadahoc	pcnt_mammography	63.4
23025	Maine	Somerset	pcnt_mammography	71.2
23027	Maine	Waldo	pcnt_mammography	71.2
23029	Maine	Washington	pcnt_mammography	68.7
23031	Maine	York	pcnt_mammography	73.1
24001	Maryland	Allegany	pcnt_mammography	73.7
24003	Maryland	Anne Arundel	pcnt_mammography	65.9
24005	Maryland	Baltimore	pcnt_mammography	70.2
24009	Maryland	Calvert	pcnt_mammography	72.0
24011	Maryland	Caroline	pcnt_mammography	61.6
24013	Maryland	Carroll	pcnt_mammography	68.1
24015	Maryland	Cecil	pcnt_mammography	65.4
24017	Maryland	Charles	pcnt_mammography	65.9
24019	Maryland	Dorchester	pcnt_mammography	70.7
24021	Maryland	Frederick	pcnt_mammography	63.5
24023	Maryland	Garrett	pcnt_mammography	70.9
24025	Maryland	Harford	pcnt_mammography	68.1
24027	Maryland	Howard	pcnt_mammography	71.0
24029	Maryland	Kent	pcnt_mammography	73.0
24031	Maryland	Montgomery	pcnt_mammography	68.0
24033	Maryland	Prince George's	pcnt_mammography	63.0
24035	Maryland	Queen Anne's	pcnt_mammography	70.8
24037	Maryland	St. Mary's	pcnt_mammography	70.4
24039	Maryland	Somerset	pcnt_mammography	64.8
24041	Maryland	Talbot	pcnt_mammography	77.7
24043	Maryland	Washington	pcnt_mammography	65.8
24045	Maryland	Wicomico	pcnt_mammography	67.8
24047	Maryland	Worcester	pcnt_mammography	73.8
24510	Maryland	Baltimore City	pcnt_mammography	64.4
25001	Massachusetts	Barnstable	pcnt_mammography	79.0
25003	Massachusetts	Berkshire	pcnt_mammography	74.7
25005	Massachusetts	Bristol	pcnt_mammography	76.7
25007	Massachusetts	Dukes	pcnt_mammography	76.3
25009	Massachusetts	Essex	pcnt_mammography	76.8
25011	Massachusetts	Franklin	pcnt_mammography	75.9
25013	Massachusetts	Hampden	pcnt_mammography	74.5
25015	Massachusetts	Hampshire	pcnt_mammography	80.9
25017	Massachusetts	Middlesex	pcnt_mammography	76.0
25019	Massachusetts	Nantucket	pcnt_mammography	73.8
25021	Massachusetts	Norfolk	pcnt_mammography	76.4
25023	Massachusetts	Plymouth	pcnt_mammography	74.9
25025	Massachusetts	Suffolk	pcnt_mammography	72.9
25027	Massachusetts	Worcester	pcnt_mammography	71.7
26001	Michigan	Alcona	pcnt_mammography	74.6
26003	Michigan	Alger	pcnt_mammography	69.2
26005	Michigan	Allegan	pcnt_mammography	68.1
26007	Michigan	Alpena	pcnt_mammography	73.8
26009	Michigan	Antrim	pcnt_mammography	71.4
26011	Michigan	Arenac	pcnt_mammography	69.2
26013	Michigan	Baraga	pcnt_mammography	63.9
26015	Michigan	Barry	pcnt_mammography	67.9
26017	Michigan	Bay	pcnt_mammography	64.7
26019	Michigan	Benzie	pcnt_mammography	69.1
26021	Michigan	Berrien	pcnt_mammography	69.2
26023	Michigan	Branch	pcnt_mammography	66.2
26025	Michigan	Calhoun	pcnt_mammography	69.8
26027	Michigan	Cass	pcnt_mammography	63.6
26029	Michigan	Charlevoix	pcnt_mammography	76.3
26031	Michigan	Cheboygan	pcnt_mammography	69.2
26033	Michigan	Chippewa	pcnt_mammography	65.4
26035	Michigan	Clare	pcnt_mammography	62.1
26037	Michigan	Clinton	pcnt_mammography	64.7
26039	Michigan	Crawford	pcnt_mammography	71.0
26041	Michigan	Delta	pcnt_mammography	70.4
26043	Michigan	Dickinson	pcnt_mammography	70.7
26045	Michigan	Eaton	pcnt_mammography	71.8
26047	Michigan	Emmet	pcnt_mammography	74.7
26049	Michigan	Genesee	pcnt_mammography	69.6
26051	Michigan	Gladwin	pcnt_mammography	68.1
26053	Michigan	Gogebic	pcnt_mammography	62.3
26055	Michigan	Grand Traverse	pcnt_mammography	77.0
26057	Michigan	Gratiot	pcnt_mammography	68.3
26059	Michigan	Hillsdale	pcnt_mammography	64.8
26061	Michigan	Houghton	pcnt_mammography	58.8
26063	Michigan	Huron	pcnt_mammography	69.7
26065	Michigan	Ingham	pcnt_mammography	64.5
26067	Michigan	Ionia	pcnt_mammography	62.9
26069	Michigan	Iosco	pcnt_mammography	71.5
26071	Michigan	Iron	pcnt_mammography	65.0
26073	Michigan	Isabella	pcnt_mammography	63.3
26075	Michigan	Jackson	pcnt_mammography	63.5
26077	Michigan	Kalamazoo	pcnt_mammography	71.6
26079	Michigan	Kalkaska	pcnt_mammography	66.0
26081	Michigan	Kent	pcnt_mammography	67.9
26083	Michigan	Keweenaw	pcnt_mammography	71.4
26085	Michigan	Lake	pcnt_mammography	73.2
26087	Michigan	Lapeer	pcnt_mammography	60.8
26089	Michigan	Leelanau	pcnt_mammography	82.0
26091	Michigan	Lenawee	pcnt_mammography	70.6
26093	Michigan	Livingston	pcnt_mammography	69.4
26095	Michigan	Luce	pcnt_mammography	72.9
26097	Michigan	Mackinac	pcnt_mammography	69.2
26099	Michigan	Macomb	pcnt_mammography	64.0
26101	Michigan	Manistee	pcnt_mammography	71.5
26103	Michigan	Marquette	pcnt_mammography	72.7
26105	Michigan	Mason	pcnt_mammography	74.8
26107	Michigan	Mecosta	pcnt_mammography	71.3
26109	Michigan	Menominee	pcnt_mammography	65.7
26111	Michigan	Midland	pcnt_mammography	74.5
26113	Michigan	Missaukee	pcnt_mammography	71.2
26115	Michigan	Monroe	pcnt_mammography	61.5
26117	Michigan	Montcalm	pcnt_mammography	66.4
26119	Michigan	Montmorency	pcnt_mammography	72.3
26121	Michigan	Muskegon	pcnt_mammography	77.2
26123	Michigan	Newaygo	pcnt_mammography	62.4
26125	Michigan	Oakland	pcnt_mammography	66.4
26127	Michigan	Oceana	pcnt_mammography	72.4
26129	Michigan	Ogemaw	pcnt_mammography	71.3
26131	Michigan	Ontonagon	pcnt_mammography	64.8
26133	Michigan	Osceola	pcnt_mammography	72.6
26135	Michigan	Oscoda	pcnt_mammography	64.2
26137	Michigan	Otsego	pcnt_mammography	67.5
26139	Michigan	Ottawa	pcnt_mammography	71.7
26141	Michigan	Presque Isle	pcnt_mammography	70.2
26143	Michigan	Roscommon	pcnt_mammography	71.2
26145	Michigan	Saginaw	pcnt_mammography	69.5
26147	Michigan	St. Clair	pcnt_mammography	64.1
26149	Michigan	St. Joseph	pcnt_mammography	66.0
26151	Michigan	Sanilac	pcnt_mammography	64.5
26153	Michigan	Schoolcraft	pcnt_mammography	75.9
26155	Michigan	Shiawassee	pcnt_mammography	68.6
26157	Michigan	Tuscola	pcnt_mammography	65.4
26159	Michigan	Van Buren	pcnt_mammography	63.4
26161	Michigan	Washtenaw	pcnt_mammography	73.5
26163	Michigan	Wayne	pcnt_mammography	59.7
26165	Michigan	Wexford	pcnt_mammography	75.5
27001	Minnesota	Aitkin	pcnt_mammography	81.8
27003	Minnesota	Anoka	pcnt_mammography	69.1
27005	Minnesota	Becker	pcnt_mammography	73.2
27007	Minnesota	Beltrami	pcnt_mammography	73.5
27009	Minnesota	Benton	pcnt_mammography	71.1
27011	Minnesota	Big Stone	pcnt_mammography	71.1
27013	Minnesota	Blue Earth	pcnt_mammography	72.8
27015	Minnesota	Brown	pcnt_mammography	76.1
27017	Minnesota	Carlton	pcnt_mammography	67.4
27019	Minnesota	Carver	pcnt_mammography	73.4
27021	Minnesota	Cass	pcnt_mammography	70.1
27023	Minnesota	Chippewa	pcnt_mammography	71.7
27025	Minnesota	Chisago	pcnt_mammography	65.9
27027	Minnesota	Clay	pcnt_mammography	77.3
27029	Minnesota	Clearwater	pcnt_mammography	67.1
27031	Minnesota	Cook	pcnt_mammography	84.6
27033	Minnesota	Cottonwood	pcnt_mammography	76.5
27035	Minnesota	Crow Wing	pcnt_mammography	74.5
27037	Minnesota	Dakota	pcnt_mammography	71.5
27039	Minnesota	Dodge	pcnt_mammography	79.0
27041	Minnesota	Douglas	pcnt_mammography	76.3
27043	Minnesota	Faribault	pcnt_mammography	66.3
27045	Minnesota	Fillmore	pcnt_mammography	87.0
27047	Minnesota	Freeborn	pcnt_mammography	67.4
27049	Minnesota	Goodhue	pcnt_mammography	76.4
27051	Minnesota	Grant	pcnt_mammography	75.5
27053	Minnesota	Hennepin	pcnt_mammography	71.9
27055	Minnesota	Houston	pcnt_mammography	76.9
27057	Minnesota	Hubbard	pcnt_mammography	68.1
27059	Minnesota	Isanti	pcnt_mammography	68.6
27061	Minnesota	Itasca	pcnt_mammography	72.9
27063	Minnesota	Jackson	pcnt_mammography	76.3
27065	Minnesota	Kanabec	pcnt_mammography	66.3
27067	Minnesota	Kandiyohi	pcnt_mammography	79.3
27069	Minnesota	Kittson	pcnt_mammography	65.5
27071	Minnesota	Koochiching	pcnt_mammography	69.3
27073	Minnesota	Lac qui Parle	pcnt_mammography	91.8
27075	Minnesota	Lake	pcnt_mammography	67.0
27077	Minnesota	Lake of the Woods	pcnt_mammography	53.1
27079	Minnesota	Le Sueur	pcnt_mammography	67.9
27081	Minnesota	Lincoln	pcnt_mammography	68.6
27083	Minnesota	Lyon	pcnt_mammography	78.9
27085	Minnesota	McLeod	pcnt_mammography	68.5
27087	Minnesota	Mahnomen	pcnt_mammography	63.8
27089	Minnesota	Marshall	pcnt_mammography	73.8
27091	Minnesota	Martin	pcnt_mammography	68.1
27093	Minnesota	Meeker	pcnt_mammography	67.9
27095	Minnesota	Mille Lacs	pcnt_mammography	64.5
27097	Minnesota	Morrison	pcnt_mammography	69.3
27099	Minnesota	Mower	pcnt_mammography	74.8
27101	Minnesota	Murray	pcnt_mammography	79.3
27103	Minnesota	Nicollet	pcnt_mammography	74.0
27105	Minnesota	Nobles	pcnt_mammography	77.2
27107	Minnesota	Norman	pcnt_mammography	72.1
27109	Minnesota	Olmsted	pcnt_mammography	86.1
27111	Minnesota	Otter Tail	pcnt_mammography	79.1
27113	Minnesota	Pennington	pcnt_mammography	72.6
27115	Minnesota	Pine	pcnt_mammography	66.4
27117	Minnesota	Pipestone	pcnt_mammography	77.2
27119	Minnesota	Polk	pcnt_mammography	66.1
27121	Minnesota	Pope	pcnt_mammography	69.6
27123	Minnesota	Ramsey	pcnt_mammography	69.9
27125	Minnesota	Red Lake	pcnt_mammography	
27127	Minnesota	Redwood	pcnt_mammography	68.1
27129	Minnesota	Renville	pcnt_mammography	67.2
27131	Minnesota	Rice	pcnt_mammography	80.8
27133	Minnesota	Rock	pcnt_mammography	72.3
27135	Minnesota	Roseau	pcnt_mammography	64.7
27137	Minnesota	St. Louis	pcnt_mammography	70.0
27139	Minnesota	Scott	pcnt_mammography	69.9
27141	Minnesota	Sherburne	pcnt_mammography	71.1
27143	Minnesota	Sibley	pcnt_mammography	63.9
27145	Minnesota	Stearns	pcnt_mammography	76.3
27147	Minnesota	Steele	pcnt_mammography	75.2
27149	Minnesota	Stevens	pcnt_mammography	63.3
27151	Minnesota	Swift	pcnt_mammography	76.4
27153	Minnesota	Todd	pcnt_mammography	67.8
27155	Minnesota	Traverse	pcnt_mammography	73.3
27157	Minnesota	Wabasha	pcnt_mammography	75.8
27159	Minnesota	Wadena	pcnt_mammography	72.8
27161	Minnesota	Waseca	pcnt_mammography	66.2
27163	Minnesota	Washington	pcnt_mammography	70.7
27165	Minnesota	Watonwan	pcnt_mammography	72.6
27167	Minnesota	Wilkin	pcnt_mammography	66.0
27169	Minnesota	Winona	pcnt_mammography	75.1
27171	Minnesota	Wright	pcnt_mammography	72.5
27173	Minnesota	Yellow Medicine	pcnt_mammography	78.3
28001	Mississippi	Adams	pcnt_mammography	63.2
28003	Mississippi	Alcorn	pcnt_mammography	54.6
28005	Mississippi	Amite	pcnt_mammography	53.8
28007	Mississippi	Attala	pcnt_mammography	57.8
28009	Mississippi	Benton	pcnt_mammography	47.1
28011	Mississippi	Bolivar	pcnt_mammography	51.4
28013	Mississippi	Calhoun	pcnt_mammography	50.9
28015	Mississippi	Carroll	pcnt_mammography	59.2
28017	Mississippi	Chickasaw	pcnt_mammography	53.3
28019	Mississippi	Choctaw	pcnt_mammography	55.8
28021	Mississippi	Claiborne	pcnt_mammography	44.9
28023	Mississippi	Clarke	pcnt_mammography	52.3
28025	Mississippi	Clay	pcnt_mammography	59.3
28027	Mississippi	Coahoma	pcnt_mammography	49.1
28029	Mississippi	Copiah	pcnt_mammography	50.2
28031	Mississippi	Covington	pcnt_mammography	67.4
28033	Mississippi	DeSoto	pcnt_mammography	61.2
28035	Mississippi	Forrest	pcnt_mammography	57.8
28037	Mississippi	Franklin	pcnt_mammography	51.2
28039	Mississippi	George	pcnt_mammography	53.7
28041	Mississippi	Greene	pcnt_mammography	43.8
28043	Mississippi	Grenada	pcnt_mammography	58.2
28045	Mississippi	Hancock	pcnt_mammography	65.5
28047	Mississippi	Harrison	pcnt_mammography	61.2
28049	Mississippi	Hinds	pcnt_mammography	63.6
28051	Mississippi	Holmes	pcnt_mammography	50.0
28053	Mississippi	Humphreys	pcnt_mammography	47.5
28055	Mississippi	Issaquena	pcnt_mammography	76.5
28057	Mississippi	Itawamba	pcnt_mammography	56.5
28059	Mississippi	Jackson	pcnt_mammography	65.7
28061	Mississippi	Jasper	pcnt_mammography	44.8
28063	Mississippi	Jefferson	pcnt_mammography	38.7
28065	Mississippi	Jefferson Davis	pcnt_mammography	70.9
28067	Mississippi	Jones	pcnt_mammography	55.9
28069	Mississippi	Kemper	pcnt_mammography	58.5
28071	Mississippi	Lafayette	pcnt_mammography	53.9
28073	Mississippi	Lamar	pcnt_mammography	65.9
28075	Mississippi	Lauderdale	pcnt_mammography	63.7
28077	Mississippi	Lawrence	pcnt_mammography	52.4
28079	Mississippi	Leake	pcnt_mammography	54.3
28081	Mississippi	Lee	pcnt_mammography	56.3
28083	Mississippi	Leflore	pcnt_mammography	56.6
28085	Mississippi	Lincoln	pcnt_mammography	64.7
28087	Mississippi	Lowndes	pcnt_mammography	56.9
28089	Mississippi	Madison	pcnt_mammography	70.1
28091	Mississippi	Marion	pcnt_mammography	51.6
28093	Mississippi	Marshall	pcnt_mammography	54.8
28095	Mississippi	Monroe	pcnt_mammography	59.3
28097	Mississippi	Montgomery	pcnt_mammography	54.6
28099	Mississippi	Neshoba	pcnt_mammography	55.7
28101	Mississippi	Newton	pcnt_mammography	60.5
28103	Mississippi	Noxubee	pcnt_mammography	50.8
28105	Mississippi	Oktibbeha	pcnt_mammography	74.9
28107	Mississippi	Panola	pcnt_mammography	52.3
28109	Mississippi	Pearl River	pcnt_mammography	56.1
28111	Mississippi	Perry	pcnt_mammography	44.9
28113	Mississippi	Pike	pcnt_mammography	57.0
28115	Mississippi	Pontotoc	pcnt_mammography	54.2
28117	Mississippi	Prentiss	pcnt_mammography	54.5
28119	Mississippi	Quitman	pcnt_mammography	49.1
28121	Mississippi	Rankin	pcnt_mammography	67.1
28123	Mississippi	Scott	pcnt_mammography	52.5
28125	Mississippi	Sharkey	pcnt_mammography	42.6
28127	Mississippi	Simpson	pcnt_mammography	56.3
28129	Mississippi	Smith	pcnt_mammography	61.8
28131	Mississippi	Stone	pcnt_mammography	57.6
28133	Mississippi	Sunflower	pcnt_mammography	44.4
28135	Mississippi	Tallahatchie	pcnt_mammography	49.7
28137	Mississippi	Tate	pcnt_mammography	58.5
28139	Mississippi	Tippah	pcnt_mammography	52.4
28141	Mississippi	Tishomingo	pcnt_mammography	54.8
28143	Mississippi	Tunica	pcnt_mammography	44.0
28145	Mississippi	Union	pcnt_mammography	61.7
28147	Mississippi	Walthall	pcnt_mammography	53.7
28149	Mississippi	Warren	pcnt_mammography	64.9
28151	Mississippi	Washington	pcnt_mammography	60.6
28153	Mississippi	Wayne	pcnt_mammography	47.4
28155	Mississippi	Webster	pcnt_mammography	59.9
28157	Mississippi	Wilkinson	pcnt_mammography	52.4
28159	Mississippi	Winston	pcnt_mammography	64.2
28161	Mississippi	Yalobusha	pcnt_mammography	51.3
28163	Mississippi	Yazoo	pcnt_mammography	53.6
29001	Missouri	Adair	pcnt_mammography	59.7
29003	Missouri	Andrew	pcnt_mammography	58.3
29005	Missouri	Atchison	pcnt_mammography	55.6
29007	Missouri	Audrain	pcnt_mammography	67.9
29009	Missouri	Barry	pcnt_mammography	63.6
29011	Missouri	Barton	pcnt_mammography	55.4
29013	Missouri	Bates	pcnt_mammography	50.0
29015	Missouri	Benton	pcnt_mammography	57.7
29017	Missouri	Bollinger	pcnt_mammography	57.9
29019	Missouri	Boone	pcnt_mammography	73.8
29021	Missouri	Buchanan	pcnt_mammography	60.1
29023	Missouri	Butler	pcnt_mammography	67.8
29025	Missouri	Caldwell	pcnt_mammography	50.4
29027	Missouri	Callaway	pcnt_mammography	63.7
29029	Missouri	Camden	pcnt_mammography	67.7
29031	Missouri	Cape Girardeau	pcnt_mammography	67.5
29033	Missouri	Carroll	pcnt_mammography	56.8
29035	Missouri	Carter	pcnt_mammography	55.1
29037	Missouri	Cass	pcnt_mammography	64.1
29039	Missouri	Cedar	pcnt_mammography	57.7
29041	Missouri	Chariton	pcnt_mammography	65.1
29043	Missouri	Christian	pcnt_mammography	65.3
29045	Missouri	Clark	pcnt_mammography	53.5
29047	Missouri	Clay	pcnt_mammography	67.2
29049	Missouri	Clinton	pcnt_mammography	58.9
29051	Missouri	Cole	pcnt_mammography	71.0
29053	Missouri	Cooper	pcnt_mammography	56.4
29055	Missouri	Crawford	pcnt_mammography	63.6
29057	Missouri	Dade	pcnt_mammography	61.3
29059	Missouri	Dallas	pcnt_mammography	55.4
29061	Missouri	Daviess	pcnt_mammography	51.0
29063	Missouri	DeKalb	pcnt_mammography	53.6
29065	Missouri	Dent	pcnt_mammography	55.7
29067	Missouri	Douglas	pcnt_mammography	63.5
29069	Missouri	Dunklin	pcnt_mammography	55.9
29071	Missouri	Franklin	pcnt_mammography	73.8
29073	Missouri	Gasconade	pcnt_mammography	63.3
29075	Missouri	Gentry	pcnt_mammography	48.8
29077	Missouri	Greene	pcnt_mammography	67.0
29079	Missouri	Grundy	pcnt_mammography	55.8
29081	Missouri	Harrison	pcnt_mammography	58.6
29083	Missouri	Henry	pcnt_mammography	48.8
29085	Missouri	Hickory	pcnt_mammography	60.5
29087	Missouri	Holt	pcnt_mammography	63.6
29089	Missouri	Howard	pcnt_mammography	59.3
29091	Missouri	Howell	pcnt_mammography	54.5
29093	Missouri	Iron	pcnt_mammography	45.0
29095	Missouri	Jackson	pcnt_mammography	64.9
29097	Missouri	Jasper	pcnt_mammography	66.8
29099	Missouri	Jefferson	pcnt_mammography	66.4
29101	Missouri	Johnson	pcnt_mammography	56.3
29103	Missouri	Knox	pcnt_mammography	43.9
29105	Missouri	Laclede	pcnt_mammography	61.7
29107	Missouri	Lafayette	pcnt_mammography	60.1
29109	Missouri	Lawrence	pcnt_mammography	60.5
29111	Missouri	Lewis	pcnt_mammography	60.6
29113	Missouri	Lincoln	pcnt_mammography	59.3
29115	Missouri	Linn	pcnt_mammography	52.5
29117	Missouri	Livingston	pcnt_mammography	64.1
29119	Missouri	McDonald	pcnt_mammography	53.4
29121	Missouri	Macon	pcnt_mammography	64.5
29123	Missouri	Madison	pcnt_mammography	57.7
29125	Missouri	Maries	pcnt_mammography	68.4
29127	Missouri	Marion	pcnt_mammography	64.4
29129	Missouri	Mercer	pcnt_mammography	46.2
29131	Missouri	Miller	pcnt_mammography	54.5
29133	Missouri	Mississippi	pcnt_mammography	59.9
29135	Missouri	Moniteau	pcnt_mammography	64.8
29137	Missouri	Monroe	pcnt_mammography	57.8
29139	Missouri	Montgomery	pcnt_mammography	62.2
29141	Missouri	Morgan	pcnt_mammography	61.6
29143	Missouri	New Madrid	pcnt_mammography	54.9
29145	Missouri	Newton	pcnt_mammography	61.7
29147	Missouri	Nodaway	pcnt_mammography	70.5
29149	Missouri	Oregon	pcnt_mammography	45.2
29151	Missouri	Osage	pcnt_mammography	75.2
29153	Missouri	Ozark	pcnt_mammography	59.8
29155	Missouri	Pemiscot	pcnt_mammography	47.5
29157	Missouri	Perry	pcnt_mammography	64.3
29159	Missouri	Pettis	pcnt_mammography	60.1
29161	Missouri	Phelps	pcnt_mammography	62.3
29163	Missouri	Pike	pcnt_mammography	51.9
29165	Missouri	Platte	pcnt_mammography	66.3
29167	Missouri	Polk	pcnt_mammography	59.2
29169	Missouri	Pulaski	pcnt_mammography	45.2
29171	Missouri	Putnam	pcnt_mammography	59.5
29173	Missouri	Ralls	pcnt_mammography	67.5
29175	Missouri	Randolph	pcnt_mammography	65.7
29177	Missouri	Ray	pcnt_mammography	56.6
29179	Missouri	Reynolds	pcnt_mammography	55.3
29181	Missouri	Ripley	pcnt_mammography	53.9
29183	Missouri	St. Charles	pcnt_mammography	70.4
29185	Missouri	St. Clair	pcnt_mammography	52.2
29186	Missouri	Ste. Genevieve	pcnt_mammography	63.3
29187	Missouri	St. Francois	pcnt_mammography	63.2
29189	Missouri	St. Louis	pcnt_mammography	71.2
29195	Missouri	Saline	pcnt_mammography	68.2
29197	Missouri	Schuyler	pcnt_mammography	57.4
29199	Missouri	Scotland	pcnt_mammography	58.0
29201	Missouri	Scott	pcnt_mammography	59.3
29203	Missouri	Shannon	pcnt_mammography	49.5
29205	Missouri	Shelby	pcnt_mammography	55.6
29207	Missouri	Stoddard	pcnt_mammography	61.3
29209	Missouri	Stone	pcnt_mammography	68.0
29211	Missouri	Sullivan	pcnt_mammography	61.0
29213	Missouri	Taney	pcnt_mammography	62.9
29215	Missouri	Texas	pcnt_mammography	55.7
29217	Missouri	Vernon	pcnt_mammography	60.9
29219	Missouri	Warren	pcnt_mammography	68.2
29221	Missouri	Washington	pcnt_mammography	53.8
29223	Missouri	Wayne	pcnt_mammography	58.7
29225	Missouri	Webster	pcnt_mammography	61.4
29227	Missouri	Worth	pcnt_mammography	51.5
29229	Missouri	Wright	pcnt_mammography	46.2
